Scholarship URL,Scholarship Title,Provided By,Amount,Deadline,Description
http://www.fastweb.com/college-scholarships/scholarships/159968-the-iago-galdston-memorial-scholarship-fund,The Iago Galdston Memorial Scholarship Fund,Fordham University,Varies,Varies,"The Iago Galdston Memorial Scholarship Fund is open to full-time or part-time students at Fordham University.  You must demonstrate financial need, academic merit and is majoring in philosophy, pre-medicine or another health related profession to be eligible for this award.  Preference is given to a student of Russian/Jewish descent."
http://www.fastweb.com/college-scholarships/scholarships/125058-irina-and-olga-pikovskaya-scholarship,Irina and Olga Pikovskaya Scholarship,"Long Island University, College of Pharmacy and Health Sciences",Varies,Varies,The Irina and Olga Pikovskaya Scholarship is available to P-3 students at Long Island University - Arnold and Marie Schwartz College of Pharmacy and Health Sciences.  Preference is given to single women who are fluent in an Eastern European language and have a dependent child or children
http://www.fastweb.com/college-scholarships/scholarships/113474-pioneer-services-scholarship-park-university,Pioneer Services Scholarship - Park University,Park University,"$4,000",Varies,"The Pioneer Services Scholarship is available to students at Park University.  You must be an active duty or retired military service member, or be a spouse or dependent of an active duty or retired military service member.  You may also be a survivor of a deceased military member, but you must be pursuing a degree and demonstrate financial need to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/140579-amvets-university-of-phoenix-scholarship,AMVETS/University of Phoenix Scholarship,AMVETS National Scholarship Program,"$4,000","August 31, 2015","The AMVETS/University of Phoenix Scholarship is available to students who are members of the active military, veterans or their families.  To be eligible for this award, you must be one of the following: a current member of the active military (including National Guard and Reserves); an honorably discharged veteran; or a spouse or child (under age 21 or full-time student under age 23) of a current member of the active military or honorably discharged veteran.  Additionally, applicants who reside in the U.S. must meet one of the following requirements: be a legal resident of the United States; have been granted permanent residency; have a valid visa that does not prohibit educational studies; have been granted temporary protected status along with approved Notice of Action issued by Citizen Immigration Services and verified through CIS Form g-845; or have been granted asylum along with the approved Notice of Action issued by the Citizen Immigration Services.  Only the first 300 applications will be considered."
http://www.fastweb.com/college-scholarships/scholarships/160962-gia-scholarship-fund-for-u-s-veterans,GIA Scholarship Fund for U.S. Veterans,Gemological Institute of America,"$1,500","October 31, 2015",The GIA Scholarship Fund for U.S. Veterans is available to students enrolled at the Gemological Institute of America.  You must be enrolled in the eLearning Accredited Jewelry Professional (AJP) diploma program and be a U.S. military veteran to qualify for this award.
http://www.fastweb.com/college-scholarships/scholarships/162910-women-in-the-trades-scholarship,Women in the Trades Scholarship,The Dwyer Group,"$1,500","September 30, 2015",The Women in the Trades Scholarship is available to female students who are over the age of 18.  You must be actively pursing a degree in a trade field in order to qualify for this award.  Preference is given to women who are affiliated with the military.
http://www.fastweb.com/college-scholarships/scholarships/30835-james-w-cochran-memorial-scholarship,James W. Cochran Memorial Scholarship,"University of Oklahoma, College of Law","$1,000",Varies,"The James W. Cochran Memorial Scholarship is available to students at the University of Oklahoma, College of Law.  You must be a resident of Oklahoma or an honorably discharged veteran or both to be eligible for this award.  Preference will be given to first-year students."
http://www.fastweb.com/college-scholarships/scholarships/157975-fsu-military-veteran-scholarship,FSU Military Veteran Scholarship,Ferris State University,"$1,000",Varies,"The FSU Military Veteran Scholarship is available to students attending Ferris State University.  You must have served on an active duty status in the U.S. Armed Forces for a minimum of six continuous months, received honorable or uncharacterized separation, and enrolled at FSU within 4 years from separation to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/108172-mike-kay-brown-scholarship,Mike & Kay Brown Scholarship,Oregon State University - Office of Community and Diversity,"$1,000",Varies,"The Mike & Kay Brown Scholarship is available to juniors and seniors at Oregon State University.  You must be majoring in forestry or fisheries and wildlife and demonstrate financial need.  Preference is given to sons, daughters or grandchildren of full-time or retired professional employees of the Oregon Department of Fish and Wildlife, the Oregon Department of Forestry, or Oregon State Police.  Preference is also given to a student with a minimum 2.5 GPA, an Oregon resident, or a veteran of U.S. military service."
http://www.fastweb.com/college-scholarships/scholarships/166471-military-scholarship-competition,Military Scholarship Competition,"Allied Van Lines, Inc.","$1,000","September 01, 2015",The Military Scholarship Competition is available to full-time undergraduate students enrolled at an accredited college or university.  You must be working toward a degree in logistics or an equivalent field and have a minimum 2.5 GPA to qualify for this award.  Available only to current or former active duty military personnel and their dependents.  A 400-800 word essay is also required.
http://www.fastweb.com/college-scholarships/scholarships/155016-frederick-carroll-voiture-locale-155-nursing-scholarship,Frederick/Carroll Voiture Locale 155 Nursing Scholarship,Carroll Community College,"$1,000",Varies,"The Frederick/Carroll Voiture Locale 155 Nursing Scholarship is available to full-time students at Carroll Community College.  You must be enrolled in the RN program, have a minimum GPA of 3.0 and demonstrate community involvement to qualify for this award.  Preference is given to military veterans.  A narrative of career goals is required."
http://www.fastweb.com/college-scholarships/scholarships/78898-laverne-leece-american-legion-scholarship,Laverne Leece American Legion Scholarship,Jackson Community College,"$1,000","September 20, 2015","The Laverne Leece American Legion Scholarship is available to full-time students at Jackson Community College.  You must be a veteran or a family member of a veteran, be a Michigan resident, and have a minimum 2.5 GPA to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/113474-pioneer-services-scholarship-park-university,Pioneer Services Scholarship - Park University,Park University,"$4,000",Varies,"The Pioneer Services Scholarship is available to students at Park University.  You must be an active duty or retired military service member, or be a spouse or dependent of an active duty or retired military service member.  You may also be a survivor of a deceased military member, but you must be pursuing a degree and demonstrate financial need to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/140579-amvets-university-of-phoenix-scholarship,AMVETS/University of Phoenix Scholarship,AMVETS National Scholarship Program,"$4,000","August 31, 2015","The AMVETS/University of Phoenix Scholarship is available to students who are members of the active military, veterans or their families.  To be eligible for this award, you must be one of the following: a current member of the active military (including National Guard and Reserves); an honorably discharged veteran; or a spouse or child (under age 21 or full-time student under age 23) of a current member of the active military or honorably discharged veteran.  Additionally, applicants who reside in the U.S. must meet one of the following requirements: be a legal resident of the United States; have been granted permanent residency; have a valid visa that does not prohibit educational studies; have been granted temporary protected status along with approved Notice of Action issued by Citizen Immigration Services and verified through CIS Form g-845; or have been granted asylum along with the approved Notice of Action issued by the Citizen Immigration Services.  Only the first 300 applications will be considered."
http://www.fastweb.com/college-scholarships/scholarships/4931-doris-edwards-miller-endowed-scholarship,Doris Edwards Miller Endowed Scholarship,"Westminster College, Utah","$3,400",Varies,The Doris Edwards Miller Endowed Scholarship is open to full-time students at Westminster College in Utah.  You must be a veteran of the U.S. military or be a child of a veteran.  You must also demonstrate strong character and financial need to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/6488-park-foundation-scholarship,Park Foundation Scholarship,Tompkins Cortland Community College,"$2,000",Varies,"The Park Foundation Scholarship is available to both male and female full-time students at Tompkins Cortland Community College.  You must be any of these qualifications to be eligible for this award; a single, male student who is the head of the household with dependents; a single, female student who is the head of the household with dependents; or a Vietnam veteran who no longer has access to educational benefits with a minimum GPA of 3.0."
http://www.fastweb.com/college-scholarships/scholarships/160962-gia-scholarship-fund-for-u-s-veterans,GIA Scholarship Fund for U.S. Veterans,Gemological Institute of America,"$1,500","October 31, 2015",The GIA Scholarship Fund for U.S. Veterans is available to students enrolled at the Gemological Institute of America.  You must be enrolled in the eLearning Accredited Jewelry Professional (AJP) diploma program and be a U.S. military veteran to qualify for this award.
http://www.fastweb.com/college-scholarships/scholarships/162910-women-in-the-trades-scholarship,Women in the Trades Scholarship,The Dwyer Group,"$1,500","September 30, 2015",The Women in the Trades Scholarship is available to female students who are over the age of 18.  You must be actively pursing a degree in a trade field in order to qualify for this award.  Preference is given to women who are affiliated with the military.
http://www.fastweb.com/college-scholarships/scholarships/157975-fsu-military-veteran-scholarship,FSU Military Veteran Scholarship,Ferris State University,"$1,000",Varies,"The FSU Military Veteran Scholarship is available to students attending Ferris State University.  You must have served on an active duty status in the U.S. Armed Forces for a minimum of six continuous months, received honorable or uncharacterized separation, and enrolled at FSU within 4 years from separation to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/30835-james-w-cochran-memorial-scholarship,James W. Cochran Memorial Scholarship,"University of Oklahoma, College of Law","$1,000",Varies,"The James W. Cochran Memorial Scholarship is available to students at the University of Oklahoma, College of Law.  You must be a resident of Oklahoma or an honorably discharged veteran or both to be eligible for this award.  Preference will be given to first-year students."
http://www.fastweb.com/college-scholarships/scholarships/166471-military-scholarship-competition,Military Scholarship Competition,"Allied Van Lines, Inc.","$1,000","September 01, 2015",The Military Scholarship Competition is available to full-time undergraduate students enrolled at an accredited college or university.  You must be working toward a degree in logistics or an equivalent field and have a minimum 2.5 GPA to qualify for this award.  Available only to current or former active duty military personnel and their dependents.  A 400-800 word essay is also required.
http://www.fastweb.com/college-scholarships/scholarships/155016-frederick-carroll-voiture-locale-155-nursing-scholarship,Frederick/Carroll Voiture Locale 155 Nursing Scholarship,Carroll Community College,"$1,000",Varies,"The Frederick/Carroll Voiture Locale 155 Nursing Scholarship is available to full-time students at Carroll Community College.  You must be enrolled in the RN program, have a minimum GPA of 3.0 and demonstrate community involvement to qualify for this award.  Preference is given to military veterans.  A narrative of career goals is required."
http://www.fastweb.com/college-scholarships/scholarships/49332-comenius-scholarship,Comenius Scholarship,Moravian College,"$20,000",Varies,The Comenius Scholarship is available to entering freshmen at Moravian College.  You must rank at the top of your graduating class to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/40850-presidential-scholarship-st-norbert-college,Presidential Scholarship - St. Norbert College,St. Norbert College,"$14,000",Varies,The Presidential Scholarship is available to incoming freshmen at St. Norbert College.  You must have a strong college preparatory background to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/159797-dean-s-scholarship-averett-university,Dean's Scholarship - Averett University,Averett University,"$12,000",Varies,The Dean's Scholarship is available to entering freshmen at Averett University.  You must demonstrate academic achievement in college preparatory coursework to be considered for this award.
http://www.fastweb.com/college-scholarships/scholarships/161560-summit-scholarship,Summit Scholarship,College of Saint Scholastica,"$16,500",Varies,"The Summit Scholarship is available to entering freshmen at the College of St. Scholastica.  To be eligible, you must fulfill one of the following requirements: rank first or second in your high school graduating class, rank in the top two percent of your high school graduating class, or have achieved a minimum 30 ACT / 1330 SAT score."
http://www.fastweb.com/college-scholarships/scholarships/162104-richard-g-lugar-academic-recognition-award,Richard G. Lugar Academic Recognition Award,University of Indianapolis,"$11,000",Varies,The Richard G. Lugar Academic Recognition Award is available to entering first - year students at the University of Indianapolis.  You must have a solid grade point average and SAT / ACT test scores to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/3721-leaders-in-residence-program-university-of-tennessee-martin,"Leaders-In-Residence Program - University of Tennessee, Martin","University of Tennessee, Martin","$1,000",Varies,"The Leaders-In-Residence Program is open to incoming freshmen students at the University of Tennessee, Martin.  You must be a student council president, Beta Club and/or Honor Society President, state officer in any students organization, or JROTC Battalion Commander.  You must also have a minimum 3.0 GPA and a minimum 20 ACT score."
http://www.fastweb.com/college-scholarships/scholarships/28432-torbenson-family-scholarship,Torbenson Family Scholarship,Central Minnesota Community Foundation,$500,Varies,The Torbenson Family Scholarship is available to graduating seniors at Paynesville High School.  You must be a member of the National Honor Society and be involved in community service to qualify for this award.
http://www.fastweb.com/college-scholarships/scholarships/48651-pillars-for-excellence-scholarship,Pillars for Excellence Scholarship,Culver-Stockton College,100% of tuition,Varies,The Pillars for Excellence Scholarship is available to entering freshmen at Culver-Stockton College.  You must have a minimum 26 ACT / 1170 SAT and a minimum 3.75 GPA to be eligible for this award.   You must also participate in an on - campus competition.
http://www.fastweb.com/college-scholarships/scholarships/159069-leadership-award-scholarships,Leadership Award Scholarships,Tulane University,Varies,Varies,"The Leadership Award Scholarships is open to entering full-time freshmen at Tulane University.  You must rank in the top ten percent of your class to be considered for this award.  Selection is based on your class rank, academic program, honors and extracurricular activities."
http://www.fastweb.com/college-scholarships/scholarships/162825-i-d-s-scholarship,I.D.S. Scholarship,The National Honor & Merit Scholars Society,Varies,"December 15, 2015",The I.D.S. Scholarship is available to undergraduate or graduate students in an accredited institution.  You must be I.D.S. members in good standing and have a minimum GPA of 3.25 to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/42575-trustee-scholarship-lycoming-college,Trustee Scholarship - Lycoming College,Lycoming College,"$20,000",Varies,The Trustee Scholarship is open to incoming freshmen at Lycoming College.  You must rank first or second in your class at the end of your junior year in high school to be considered for this award.
http://www.fastweb.com/college-scholarships/scholarships/49332-comenius-scholarship,Comenius Scholarship,Moravian College,"$20,000",Varies,The Comenius Scholarship is available to entering freshmen at Moravian College.  You must rank at the top of your graduating class to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/58931-a-b-miller-scholarship,A.B. Miller Scholarship,Waynesburg College,"$15,000",Varies,The A.B. Miller Scholarship is available to incoming freshmen at Waynesburg College.  You must be the valedictorian or salutatorian of your graduating class OR have a minimum 4.12 GPA and a minimum 30 ACT/ 1315 SAT score to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/56857-university-scholars-program-shu,University Scholars Program - SHU,Sacred Heart University,"$14,000",Varies,"The University Scholars Program is available to entering freshmen at Sacred Heart University.  You must be the valedictorian or salutatorian of your high school graduating class and have a minimum ACT score of 27, a minimum SAT score of 1200 and a minimum 3.4 GPA to be eligible for this renewable award."
http://www.fastweb.com/college-scholarships/scholarships/56608-hopwood-scholarship-lynchburg-college,Hopwood Scholarship - Lynchburg College,Lynchburg College,"$14,000",Varies,"The Hopwood Scholarship is awarded to full-time entering freshmen at Lynchburg College.  You must be the valedictorian or salutatorian of your graduating class, or have an SAT score of at least 1100 with a minimum GPA of 3.50; an SAT score of at least 1250 with a minimum GPA of 3.0; an SAT score of at least 1190 with a minimum GPA of 3.25; or an SAT score of at least 1250 with a minimum GPA of 3.00 to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/93256-valedictorian-salutatorian-scholarship-grace-college,Valedictorian / Salutatorian Scholarship - Grace College,Grace College and Theological Seminary,"$11,000",Varies,The Valedictorian / Salutatorian Scholarship is available to students entering Grace College and Theological Seminary.  You must have a minimum 4.0 GPA or rank first or second in your graduating high school class.  You must also have at least a 1300 SAT or 29 ACT score to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/161560-summit-scholarship,Summit Scholarship,College of Saint Scholastica,"$16,500",Varies,"The Summit Scholarship is available to entering freshmen at the College of St. Scholastica.  To be eligible, you must fulfill one of the following requirements: rank first or second in your high school graduating class, rank in the top two percent of your high school graduating class, or have achieved a minimum 30 ACT / 1330 SAT score."
http://www.fastweb.com/college-scholarships/scholarships/162104-richard-g-lugar-academic-recognition-award,Richard G. Lugar Academic Recognition Award,University of Indianapolis,"$11,000",Varies,The Richard G. Lugar Academic Recognition Award is available to entering first - year students at the University of Indianapolis.  You must have a solid grade point average and SAT / ACT test scores to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/23938-president-s-scholarship-williams-baptist-college,President's Scholarship - Williams Baptist College,Williams Baptist College,"$4,000",Varies,"The President's Scholarship is open to entering freshmen at Williams Baptist College.  You must have an ACT score between 24 and 25, and have a minimum 3.0 high school GPA or be the salutatorian of your high school graduating class to be considered for this award.  This scholarship is renewable for four years."
http://www.fastweb.com/college-scholarships/scholarships/37731-cmu-outstanding-high-school-student-scholarship,CMU Outstanding High School Student Scholarship,Central Michigan University,"$4,000",Varies,"The CMU Outstanding High School Student Scholarship is automatically awarded to all high school seniors who rank first or second in their high school class and plan to attend Central Michigan University.  This award is renewable for three consecutive years, provided you maintain a GPA of 3.25 or higher and continuous full-time enrollment."
http://www.fastweb.com/college-scholarships/scholarships/42575-trustee-scholarship-lycoming-college,Trustee Scholarship - Lycoming College,Lycoming College,"$20,000",Varies,The Trustee Scholarship is open to incoming freshmen at Lycoming College.  You must rank first or second in your class at the end of your junior year in high school to be considered for this award.
http://www.fastweb.com/college-scholarships/scholarships/49332-comenius-scholarship,Comenius Scholarship,Moravian College,"$20,000",Varies,The Comenius Scholarship is available to entering freshmen at Moravian College.  You must rank at the top of your graduating class to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/58931-a-b-miller-scholarship,A.B. Miller Scholarship,Waynesburg College,"$15,000",Varies,The A.B. Miller Scholarship is available to incoming freshmen at Waynesburg College.  You must be the valedictorian or salutatorian of your graduating class OR have a minimum 4.12 GPA and a minimum 30 ACT/ 1315 SAT score to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/56857-university-scholars-program-shu,University Scholars Program - SHU,Sacred Heart University,"$14,000",Varies,"The University Scholars Program is available to entering freshmen at Sacred Heart University.  You must be the valedictorian or salutatorian of your high school graduating class and have a minimum ACT score of 27, a minimum SAT score of 1200 and a minimum 3.4 GPA to be eligible for this renewable award."
http://www.fastweb.com/college-scholarships/scholarships/56608-hopwood-scholarship-lynchburg-college,Hopwood Scholarship - Lynchburg College,Lynchburg College,"$14,000",Varies,"The Hopwood Scholarship is awarded to full-time entering freshmen at Lynchburg College.  You must be the valedictorian or salutatorian of your graduating class, or have an SAT score of at least 1100 with a minimum GPA of 3.50; an SAT score of at least 1250 with a minimum GPA of 3.0; an SAT score of at least 1190 with a minimum GPA of 3.25; or an SAT score of at least 1250 with a minimum GPA of 3.00 to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/49427-valedictorian-scholarship-huntingdon-college,Valedictorian Scholarship - Huntingdon College,Huntingdon College,"$11,500",Varies,The Valedictorian Scholarship is open to entering freshmen at Huntingdon College.  You must be the valedictorian of your graduating class to be considered for this award.
http://www.fastweb.com/college-scholarships/scholarships/93256-valedictorian-salutatorian-scholarship-grace-college,Valedictorian / Salutatorian Scholarship - Grace College,Grace College and Theological Seminary,"$11,000",Varies,The Valedictorian / Salutatorian Scholarship is available to students entering Grace College and Theological Seminary.  You must have a minimum 4.0 GPA or rank first or second in your graduating high school class.  You must also have at least a 1300 SAT or 29 ACT score to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/161560-summit-scholarship,Summit Scholarship,College of Saint Scholastica,"$16,500",Varies,"The Summit Scholarship is available to entering freshmen at the College of St. Scholastica.  To be eligible, you must fulfill one of the following requirements: rank first or second in your high school graduating class, rank in the top two percent of your high school graduating class, or have achieved a minimum 30 ACT / 1330 SAT score."
http://www.fastweb.com/college-scholarships/scholarships/162104-richard-g-lugar-academic-recognition-award,Richard G. Lugar Academic Recognition Award,University of Indianapolis,"$11,000",Varies,The Richard G. Lugar Academic Recognition Award is available to entering first - year students at the University of Indianapolis.  You must have a solid grade point average and SAT / ACT test scores to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/85366-valedictorian-scholarship-usc-upstate,Valedictorian Scholarship - USC Upstate,University of South Carolina at Upstate,"$7,500",Varies,The Valedictorian Scholarship is available to entering freshman students at University of South Carolina Upstate.  You must rank first in your high school class and have a minimum 1000 SAT/23 ACT score to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/65808-kreager-family-scholarship,Kreager Family Scholarship,Kalamazoo Community Foundation,"$2,500","March 31, 2016",The Kreager Family Scholarship is available to students who are residents of Kalamazoo County or are graduating from a Kalamazoo County high school.  You must be planning to attend an accredited institution for vocational/ technical training or a two- or four- year degree and you must have suffered the loss of a parent or parents through death or abandonment after infancy to be eligible.
http://www.fastweb.com/college-scholarships/scholarships/133128-james-howard-farris-scholarship,James Howard Farris Scholarship,Salem Community College,$500,Varies,"The James Howard Farris Scholarship is available to students at Salem Community College.  You must be a Salem County resident and be an orphan, foster child and/or adopted to qualify for this award."
http://www.fastweb.com/college-scholarships/scholarships/115549-ira-s-tate-scholarship,Ira S. Tate Scholarship,Southeastern Louisiana University,Varies,Varies,The Ira S. Tate Scholarship is available to students at Southeastern Louisiana University.  You must be a Baton Rouge resident.  You must also be an adoptive child who was abandoned by your adoptive parents to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/48115-hispanic-heritage-scholarship-nova-southeastern-university,Hispanic Heritage Scholarship - Nova Southeastern University,Nova Southeastern University,"$10,000",Varies,"The Hispanic Heritage Scholarship is available to Hispanic juniors at Nova Southeastern University.  You must be majoring in education and have completed at least 60 credits.  Additionally, you must have a minimum 3.0 GPA and be a U.S. citizen.  You must also have at least one parent of Hispanic ancestry and be fluent in Spanish to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/90540-rixio-medina-and-associates-hispanics-in-safety-scholarship,Rixio Medina and Associates Hispanics in Safety Scholarship,American Society of Safety Engineers,"$4,000","December 01, 2015",The Rixio Medina and Associates Hispanics in Safety Scholarship is available to students pursuing degrees in occupational safety and health or a related field.  You must be bilingual (Spanish - English) to be eligible for this award.  Preference is given to Hispanic students and students at ABET- accredited schools.
http://www.fastweb.com/college-scholarships/scholarships/16042-john-montgomery-scholarship,John Montgomery Scholarship,Dickinson College,"$2,000",Varies,"The John Montgomery Scholarship is available to entering freshmen at Dickinson College.  You must have excellent grades in a challenging high school curriculum.  You must also have exceptional talent in the performing or studio arts, superior proficiency in two or more foreign languages, high achievement in independent research or writing, or significant leadership on a regional or national level to qualify for this award."
http://www.fastweb.com/college-scholarships/scholarships/151215-cotchett-science-and-mathematics-teacher-education-scholarship,Cotchett Science and Mathematics Teacher Education Scholarship,California Polytechnic State University at San Luis Obispo - School of Education,"$1,000",Varies,"The Cotchett Science and Mathematics Teacher Education Scholarship is available to students at California Polytechnic State University at San Luis Obispo, School of Education.  You must have a concentration in science or mathematics to qualify for this award.  Preference is given to students with financial need."
http://www.fastweb.com/college-scholarships/scholarships/96139-clifford-debaptiste-scholarship,Clifford DeBaptiste Scholarship,West Chester University,$500,Varies,"The Clifford DeBaptiste Scholarship is open to social work majors at West Chester University.  You must demonstrate excellence in academic achievement, community leadership initiatives and a commitment to bicultural and bilingual social work practice to be eligible for this award.  Traditional and non-traditional students in the B.S.W. and M.S.W. programs are eligible."
http://www.fastweb.com/college-scholarships/scholarships/44723-tomas-rivera-endowed-scholarship,Tomas Rivera Endowed Scholarship,"University of Texas, San Antonio - General Scholarships",$500,"February 15, 2016","The Tomas Rivera Endowed Scholarship is available to full-time students at the University of Texas at San Antonio who have completed at least 60 semester hours.  You must have a minimum 3.0 GPA, be a resident of San Antonio or South Texas, demonstrate financial need, be a first generation college student and be fluent in a language other than English to be considered for this award."
http://www.fastweb.com/college-scholarships/scholarships/14618-amy-olson-memorial-scholarship,Amy Olson Memorial Scholarship,University of the Pacific School of Law,Varies,"March 04, 2016",The Amy Olson Memorial Scholarship is available to bilingual students at the University of the Pacific McGeorge School of Law.  You must have the desire to work for a government agency or charitable organization.  Preference will be given to students who have gained maturity from having worked full-time for at least six years.
http://www.fastweb.com/college-scholarships/scholarships/125058-irina-and-olga-pikovskaya-scholarship,Irina and Olga Pikovskaya Scholarship,"Long Island University, College of Pharmacy and Health Sciences",Varies,Varies,The Irina and Olga Pikovskaya Scholarship is available to P-3 students at Long Island University - Arnold and Marie Schwartz College of Pharmacy and Health Sciences.  Preference is given to single women who are fluent in an Eastern European language and have a dependent child or children
http://www.fastweb.com/college-scholarships/scholarships/124235-elizabeth-smithgall-scholarship,Elizabeth Smithgall Scholarship,Millersville University,Varies,Varies,"The Elizabeth Smithgall Scholarship is available to at Millersville University.  You must be in the top ten percent of your class, demonstrate financial need, and have a native language other than English to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/4979-james-e-pete-petersen-scholarship,"James E. ""Pete"" Petersen Scholarship","Westminster College, Utah","$5,670",Varies,"The James E. ""Pete"" Petersen Scholarship is open to non-traditional female students at Westminster College in Utah enrolled at least half-time.  You must have a minimum 3.0 GPA to be eligible for this award.  Preference will be given to single parents."
http://www.fastweb.com/college-scholarships/scholarships/159948-women-s-opportunity-award,Women's Opportunity Award,Soroptimist International of the Americas,"$5,000","November 15, 2015","The Women's Opportunity Award is available to female students who have overcome enormous obstacles including poverty, domestic violence, and / or drug and alcohol abuse.  You must be enrolled in an undergraduate or vocational / skills training program to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/161503-kentucky-colonel-s-better-life-scholarship,Kentucky Colonel's Better Life Scholarship,Southcentral Kentucky Community and Technical College,"$2,500",Varies,The Kentucky Colonel's Better Life Scholarship is available to full - time students pursuing an associate degree at Southcentral Kentucky Community and Technical College.  You must be a single working parent with one or more children under the age of 12 to be considered for this award.
http://www.fastweb.com/college-scholarships/scholarships/1317-dr-dean-k-and-helen-s-christensen-endowed-scholarship,Dr. Dean K. and Helen S. Christensen Endowed Scholarship,"Westminster College, Utah","$2,000",Varies,"The Dr. Dean K. and Helen S. Christensen Endowed Scholarship is open to full-time female students at Westminster College, Utah.  You must be majoring in nursing, have a minimum 2.5 GPA, and be a single parent to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/111403-anne-m-buscaglia-scholarship,Anne M. Buscaglia Scholarship,Buffalo State - The State University of New York,"$5,000",Varies,"The Anne M. Buscaglia Scholarship is available to full-time students at Buffalo State College.  You must be a single mother, have a minimum 3.0 GPA, demonstrate financial need, and submit a FAFSA to be considered for this award."
http://www.fastweb.com/college-scholarships/scholarships/6488-park-foundation-scholarship,Park Foundation Scholarship,Tompkins Cortland Community College,"$2,000",Varies,"The Park Foundation Scholarship is available to both male and female full-time students at Tompkins Cortland Community College.  You must be any of these qualifications to be eligible for this award; a single, male student who is the head of the household with dependents; a single, female student who is the head of the household with dependents; or a Vietnam veteran who no longer has access to educational benefits with a minimum GPA of 3.0."
http://www.fastweb.com/college-scholarships/scholarships/32922-kathleen-mcvey-memorial-scholarship,Kathleen McVey Memorial Scholarship,College of the Redwoods - Eureka,"$2,000","September 10, 2015","The Kathleen McVey Memorial Scholarship is available to students at the College of the Redwoods.  You must be majoring in nursing, have a minimum GPA of 2.5 and be a single parent to qualify for this award.  Preference is given to graduates of Fortuna High School."
http://www.fastweb.com/college-scholarships/scholarships/24932-rex-and-doris-monahan-second-chance-scholarship,Rex and Doris Monahan Second Chance Scholarship,Trinidad State Junior College,"$1,850","March 04, 2016","The Rex and Doris Monahan Second Chance Scholarship is available to students at Trinidad State Junior College.  You must have a minimum GPA of 3.0, demonstrate a desire for higher education and submit two letters of recommendation to be eligible for this award.  Preference is given to single parents who are full-time students."
http://www.fastweb.com/college-scholarships/scholarships/1377-kathryn-kyriopoulos-colemere-endowed-scholarship,Kathryn Kyriopoulos Colemere Endowed Scholarship,"Westminster College, Utah","$1,750",Varies,"The Kathryn Kyriopoulos Colemere Endowed Scholarship is open to students at Westminster College, Utah.  You must have a minimum 3.0 GPA, be a single parent, and demonstrate financial need to be eligible for this award.  Preference will be given to students majoring in business, education or nursing."
http://www.fastweb.com/college-scholarships/scholarships/4966-juanita-brown-threadgill-endowed-scholarship,Juanita Brown Threadgill Endowed Scholarship,Sam Houston State University,"$1,500","February 01, 2016","The Juanita Brown Threadgill Endowed Scholarship is available to students at Sam Houston State University.  You must have a minimum 2.8 GPA, have taken time (a minimum of six months) in between high school and starting college or be returning to get another degree to be eligible for this award.  Preference is given to single parents."
http://www.fastweb.com/college-scholarships/scholarships/65808-kreager-family-scholarship,Kreager Family Scholarship,Kalamazoo Community Foundation,"$2,500","March 31, 2016",The Kreager Family Scholarship is available to students who are residents of Kalamazoo County or are graduating from a Kalamazoo County high school.  You must be planning to attend an accredited institution for vocational/ technical training or a two- or four- year degree and you must have suffered the loss of a parent or parents through death or abandonment after infancy to be eligible.
http://www.fastweb.com/college-scholarships/scholarships/1194-george-parker-memorial-scholarship,George Parker Memorial Scholarship,"University of California, San Diego","$2,000",Varies,"The George Parker Memorial Scholarship is available to full- time incoming freshmen at the University of California, San Diego.  You must either have been orphaned or living in foster care for three years prior to the age of 18 and demonstrate financial need to qualify for this renewable award."
