SholarShip_Page URL,Scholarship URL,Scholarship,School URL,School Name,Deadline,Amount,SAT,GPA,Majors,Website,Description
http://www.scholarshipmonkey.com/list?list=Aeronautics%20Flight%20Training,http://www.scholarshipmonkey.com/scholarship/41010BB5-9384-78A0-64A08DB3E17698DA,Orville & Wilbur Wright Graduate Awards,http://www.scholarshipmonkey.com/school/,,January 31th,"$10,000.00",,3,"Aeronautics/Flight Training, Dance/Choreography, Engineering",http://www.aiaa.org,"Scholarship for graduate students enrolled at an accredited postsecondary institution majoring in Science or Engineering which encompasses the technical activities of the American Institute of Aeronautics and Astronautics (AIAA).  Students must have a minimum 3.3 GPA, be conducting approved research associated with specific disciplines such as, propulsion, aviation, propellants and combustion, or guidance, navigation, and control, and become AIAA members before receiving award.  An essay must be included with application packet.  Nonrenewable."
http://www.scholarshipmonkey.com/list?list=Aeronautics%20Flight%20Training,http://www.scholarshipmonkey.com/scholarship/4100DCAF-9E6B-E260-DF2BCC636D7503DE,JRH-P International Whirly Girls Flight Training Scholarship,http://www.scholarshipmonkey.com/school/,,November 1st,"$4,500.00",,,"Aeronautics/Flight Training, Medicine",http://www.whirlygirls.org,"Annual award for a foreign (non-USA citizen living outside the USA or within the USA) deserving current Whirly-Girl Member (for at least one year) who wishes to upgrade her present ratings.  Scholarship monies must be used for flight training only within the following year.  Applicants must complete 2 copies each of typed application, financial statement, Federal Income Tax Return, all FAA Airman and Medical certificates and at least two recommendations.  A $25 fee is required to be sent with application for processing and mailing."
http://www.scholarshipmonkey.com/list?list=Aeronautics%20Flight%20Training,http://www.scholarshipmonkey.com/scholarship/410074C3-E25F-C27C-9984C01DA0FE6E2E,Cessna Earn a Private Pilot's Certificate Scholarship,http://www.scholarshipmonkey.com/school/,,December 1st,"$5,000.00",,,Aeronautics/Flight Training,http://www.wai.org,"Annual award for undergraduate or graduate students enrolled at a postsecondary institution.  Students must be pursuing a private pilot's certificate, pass a flight physical, have no prior logbook entry flight training, and willing to complete the course at a Cessnam Pilot Center within a 12 month period.  Applicants must be Women in Aviation, International members or in the process of becoming members."
http://www.scholarshipmonkey.com/list?list=Aeronautics%20Flight%20Training,http://www.scholarshipmonkey.com/scholarship/4100BC1F-CDBA-59FB-B6DB6D2597682F9E,Harland D. Fowler Memorial Scholarship,http://www.scholarshipmonkey.com/school/122755,San Jose State University,Varies,Varies,,,"Aeronautics/Flight Training, Engineering",http://www.sjsu.edu,Scholarship for undergraduate students enrolled full-time at San Jose State University College of Engineering majoring in Aviation Engineering/Aeronautics Science.  Deadlines and award amounts may vary.
http://www.scholarshipmonkey.com/list?list=Aeronautics%20Flight%20Training,http://www.scholarshipmonkey.com/scholarship/4100B8FD-A235-4084-BA897C6EABAEB487,Grant H. Potter Memorial Scholarship,http://www.scholarshipmonkey.com/school/217484,University of Rhode Island,Varies,Varies,,,"Aeronautics/Flight Training, Engineering",http://www.uri.edu,"Scholarship for undergraduate students attending the University of Rhode Island-Kingston majoring in Engineering.  Preference will be given to Rhode Island residents specializing in the field of Electronics or Aeronautics.  Applicants must have demonstrated financial need.  Due date, number of awards and award amount varies."
http://www.scholarshipmonkey.com/list?list=Aeronautics%20Flight%20Training,http://www.scholarshipmonkey.com/scholarship/4100B2E0-E420-7FA6-502D172222528DCC,George E. Parmenter Aeronautical Scholarship,http://www.scholarshipmonkey.com/school/,,April 1st,"$1,000.00",,,Aeronautics/Flight Training,http://www.capecodfoundation.org,"Annual award for a graduating senior from Cape Cod who plans to pursue a career directly related to aeronautics.  Student must be a U.S. citizen or permanent resident.  Selection is based on academic merit, financial need, and non-academic activities.  Contact the Foundation, in writing, for more information and/or application."
http://www.scholarshipmonkey.com/list?list=Aeronautics%20Flight%20Training,http://www.scholarshipmonkey.com/scholarship/410069C0-FC93-A308-8A10EF2D5F1FCA2F,Blue Goose First Generation Flight Scholarship,http://www.scholarshipmonkey.com/school/,,January 30th,$250.00,,,Aeronautics/Flight Training,http://www.mdt.state.mt.us,"Annual award for Montana resident who is a first generation pilot.  Award will assist with flight training.  This award is designed to assist student who has a love o aviation, yet had limited exposure to aviation coming from a non-aviation background/family.  Selection will be based on letter explaining reasons for applying, future career goals, past aviation experience and any outstanding achievements.  Number of awards varies."
http://www.scholarshipmonkey.com/list?list=Aeronautics%20Flight%20Training,http://www.scholarshipmonkey.com/scholarship/41012638-D9BB-7296-ACD421F9DE9A5355,Women's Aeronautical Association Scholarship,http://www.scholarshipmonkey.com/school/156125,Wichita State University,Varies,Varies,,,Aeronautics/Flight Training,http://www.wichita.edu,Scholarship for female undergraduate students attending Wichita State University who are majoring in Aeronautics.  Selection based on academic merit.  Deadlines and award amounts may vary.  Nonrenewable.
http://www.scholarshipmonkey.com/list?list=Aeronautics%20Flight%20Training,http://www.scholarshipmonkey.com/scholarship/4100E7ED-9297-EBB8-1A2CB9D3CFBA55A9,Leon Harris-Les Nichols Memorial Scholarship to Spartan School of Aeronautics,http://www.scholarshipmonkey.com/school/,,Varies,Varies,,,Aeronautics/Flight Training,http://www.aea.net,"Scholarship for undergraduate students enrolled at Spartan School of Aeronautics in Tulsa, Oklahoma pursuing studies in Applied Science in Aviation Electronics (avionics).  Students currently enrolled in an avionics program are not eligible.  Due date, number of awards, and award amount may vary."
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/4100D256-F4AF-42B7-880F51ADFE8461EE,Jeffrey Hardaway Memorial Scholarship in Aerospace Technology,http://www.scholarshipmonkey.com/school/151324,Indiana State University,Varies,"$1,160.00",,3,,http://www.indstate.edu/scholarships/,Annual award for undergraduate student attending Indiana State University full-time.  Applicant must have completed 62-112 hours and have a minimum 2.7 GPA.  Due date varies.
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/41007108-0606-0E82-5C8E17593370D9AF,Captain Ralph C. Miller Memorial Scholarship,http://www.scholarshipmonkey.com/school/151324,Indiana State University,Varies,$350.00,,2,Aerospace Technology,http://www.indstate.edu/scholarships/,"Annual award for undergraduate student attending Indiana State University, enrolled in the Department of Aerospace Technology to major in Pilot Technology.  Applicant must have a minimum 2.5 GPA.  Due date varies."
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/4100D595-C1C5-94A3-11B816F83DA26E08,John A. Merritt Memorial Scholarship,http://www.scholarshipmonkey.com/school/151324,Indiana State University,Varies,$300.00,,3,Aerospace Technology,http://www.indstate.edu/scholarships/,"Annual award for undergraduate junior or senior attending Indiana State University full-time, enrolled in the Department of Aerospace Technology (professional pilot only).  Applicant must have a minimum 2.75 GPA with a 3.0 GPA in major.  Candidate must participate in 10-15 hours of community service.  Due date varies."
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/4101317B-EB10-C2BE-AD8E63FA69D81594,Robert H. Goddard Space Memorial Scholarship,http://www.scholarshipmonkey.com/school/,,January 18th,"$10,000.00",,,"Aerospace Technology, Engineering",http://www.spaceclub.org,"Annual award for college juniors, seniors, or graduate students enrolled at an accredited postsecondary institution majoring in Science or Engineering.  Students must be U.S. citizens, pursuing a future in the Aerospace Sciences and Technology fields, demonstrate creativity and leadership.  Consideration given to financial need.  Proof of past research and participation in space-related science and engineering must be included with application packet."
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/4100BACC-DFF1-7651-57C0FDCBFAD4F4FD,H. Hochman Aerospace Engineering Scholarship,http://www.scholarshipmonkey.com/school/140304,Central Georgia Technical College,Varies,Varies,,,"Aerospace Technology, Engineering",http://www.finaid.gatech.edu,Scholarship for juniors attending Georgia Institute of Technology majoring in Aerospace Engineering.  Deadlines and award amounts may vary.
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/41009D0A-A140-54C9-A674F8C6AD77B335,Edward & Judith Vickers Scholarship,http://www.scholarshipmonkey.com/school/140304,Central Georgia Technical College,Varies,Varies,,,"Aerospace Technology, Engineering",http://www.finaid.gatech.edu,"Scholarship for undergraduate students attending Georgia Institute of Technology majoring in Aerospace Engineering.  Applicants must have financial need and be a U.S. or Australia citizen.  Preference is given to residents of Georgia, Florida, California, New Jersey, Texas, New Mexico or Australia.  Deadlines and award amounts may vary."
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/4100D735-B92D-24F8-7BDAB36F3E23EEB4,John E. Singer Endowed Scholarship Fund,http://www.scholarshipmonkey.com/school/179159,Saint Louis University-Main Campus,Varies,Varies,,,"Aerospace Technology, Engineering, Teaching/Education",http://www.slu.edu,"Scholarship for full-time undergraduate students attending Saint Louis University who are enrolled in the Parks College of Engineering, Aviation and Technology majoring in Aerospace Engineering.  Applicants must have financial need and contribute personal funds toward their education.  Due date, award amount and number of awards may vary.  Contact the Parks College of Engineering, Aviation and Technology for more information."
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/41013BBC-A8ED-7E4A-EC88069C9E7DD402,School of Mechanical & Aerospace Engineering Scholarships,http://www.scholarshipmonkey.com/school/207388,Oklahoma State University-Main Campus,Varies,"$1,000.00",,3,"Aerospace Technology, Engineering",https://financialaid.okstate.edu/scholarships,"Scholarship for undergraduate or graduate students enrolled full-time at Oklahoma State University College of Engineering, Architecure, and Technology School of Mechanical and Aerospace Engineering.  Students must have a minimum 3.25 CGPA.  Due date may vary."
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/4100526C-B144-3E38-7D94A7FBB065D1BE,AFCEA Working Professionals Scholarship,http://www.scholarshipmonkey.com/school/,,September 15th,"$1,500.00",,3,"Aerospace Technology, Computer/Information Sciences, Engineering, Mathematics/Statistics, Physics",http://www.afcea.org,"Scholarship for part-time students pursuing an undergraduate degree, while employed, in the science and technology disciplines directly related to the mission of AFCEA.  Applicants must be at least second-year students attending a two- or four-year accredited college or university in the United States with a declared major in a science or technology (electrical, chemical, systems or aerospace engineering, mathematics, physics, or computer science) degree program.  Students must be U.S. citizens with a minimum 3.4 GPA.  Distance Learning or On-Line Programs will NOT qualify.  Number of awards varies."
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/41005474-EFDC-E4D9-C4040B5708785B96,Albert V. Toney Scholarship,http://www.scholarshipmonkey.com/school/140304,Central Georgia Technical College,Varies,Varies,,,"Aerospace Technology, Engineering",http://www.finaid.gatech.edu,Scholarship for undergraduate students attending Georgia Institute of Technology enrolled in the School of Aerospace Engineering.  Deadlines and award amounts may vary.
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/4100B9C6-BE4D-957C-8DE9B8ABC08F3641,Gregory R. Matheson Memorial Scholarship,http://www.scholarshipmonkey.com/school/140304,Central Georgia Technical College,Varies,Varies,,2,"Aerospace Technology, Engineering",http://www.finaid.gatech.edu,"Scholarship for undergraduate students attending Georgia Institute of Technology enrolled in the School of Aerospace Engineering.  Applicants must have a commitment to flight, have a certified pilot's license, be under the age of 28 and have a minimum 2.0 GPA.  Deadlines and award amounts may vary."
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/41007186-A18A-52E1-5B59243D205F4A1E,Carl F. Tex Branson President's Scholarship,http://www.scholarshipmonkey.com/school/140304,Central Georgia Technical College,October 31th,Varies,,,"Aerospace Technology, Engineering",http://www.finaid.gatech.edu,"Scholarship for out-of-state entering freshmen at Georgia Institute of Technology enrolling in the School of Aerospace Engineering with an emphasis on fixed wing aircraft.  Applicants must qualify as President's Scholars with superb leadership, academic performance and promise, and be a U.S. citizen or permanent residents.  Number of awards and award amount may vary."
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/4101239F-D947-4558-48B1D193308CF614,William R. Stevenson Undergraduate Scholarship,http://www.scholarshipmonkey.com/school/,,July 1st,Varies,,,"Aerospace Technology, Computer/Information Sciences, Engineering, Mathematics/Statistics, Physics",http://www.afceamontgomery.org,"Annual award for undergraduate full-time student who is a spouse of an Active Duty Military member that is attending a four-year college or university in the Montgomery, Alabama area planning to major in electrical, electronic or aerospace engineering; mathematics; physics; computer science or technology.  Student must attach a copy facsimile of military member's current Department of Defense Identification Card.  Number of awards and award amount varies."
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/410130F0-F59E-1621-DA9FF8019D63A4D6,Robert E. Gross-Lockheed Aircraft Corporation Scholarship,http://www.scholarshipmonkey.com/school/140304,Central Georgia Technical College,Varies,Varies,,,"Aerospace Technology, Engineering",http://www.finaid.gatech.edu,"Scholarship for undergraduate students attending Georgia Institute of Technology enrolled in Science, Engineering, Economics or other fields applicable to the Aerospace, Electronic, Marine, Manufacturing, or Construction industries.  Applicants must be a U.S. citizen.  Deadlines and award amounts may vary."
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/4100F4DF-E646-2B85-ABBA00681B8EE6F6,Martin-Marietta Freshman Tuition Scholarship,http://www.scholarshipmonkey.com/school/140304,Central Georgia Technical College,Varies,Varies,,,"Aerospace Technology, Engineering",http://www.finaid.gatech.edu,"Scholarship for undergraduate students attending Georgia Institute of Technology.  Preference is given to residents of states where Martin-Marietta has manufacturing operations, students majoring in Aerospace Engineering and dependents of company employees.  Deadlines and award amounts may vary."
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/41006AD2-DAC7-633F-E03821ED9BADC4D1,Boeing Company Career Enhancement Scholarship,http://www.scholarshipmonkey.com/school/,,December 1st,"$2,500.00",,2,"Aerospace Technology, Engineering",http://www.wai.org,"Annual award for female undergraduate or graduate students enrolled at a postsecondary institution.  Students must be employees in the aerospace industry or a related field, or in the fields of engineering, technology development, or management, or be college juniors with a minimum 2.5 GPA pursuing aviation and aerospace-related degrees.  Applicants must be Women in Aviation, International members or in the process of becoming members."
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/4101184B-D5BF-B6A0-6D13BCB5FBEABF00,Vermont Space Grant Undergraduate Scholarship,http://www.scholarshipmonkey.com/school/,,March 1st,"$1,500.00",,3,"Aerospace Technology, Engineering, Mathematics/Statistics, Physics, Teaching/Education",http://www.vsac.org,"Scholarship for Vermont residents who are undergraduate students in Vermont pursuing a career that has direct relevance to the United States aerospace industry and the goals of NASA, including but not limited to, Mathematics, Physics, Engineering, other basic sciences such as Medicine and Earth Science, and Education of these disciplines.  Students must be U.S. citizens, have a minimum 3.0 CGPA, and have initiative.  Three awards are reserved for students of Native American descent, and three others are reserved for the Aviation Technology Program.  An essay must be included with application packet.  Nonrenewable; recipients may reapply."
http://www.scholarshipmonkey.com/list?list=Aerospace%20Technology,http://www.scholarshipmonkey.com/scholarship/4100A78C-F100-3C92-3239CC850F95A746,Federal Aviation Administration Asian American-Pacific Islander & Native American-Alaskan Native Internship Scholarship,http://www.scholarshipmonkey.com/school/,,Varies,Varies,,3,"Aerospace Technology, Computer/Information Sciences, Dental Health, Civil Engineering, Computer Engineering, Electrical Engineering, Engineering, Mechanical Engineering, Law, Mathematics/Statistics, Medicine, Travel/Tourism",http://www.orau.gov/orise.htm,"Internships for full-time, minority undergraduate and graduate students who are interested in ongoing FAA research and related technologies.  Applicants must be pursuing studies in Aviation Research, Computer Science, Aerospace Engineering, Computer Engineering, Civil Engineering, Electrical Engineering, Mechanical Engineering, Electronics, Law, Mathematics, Science and other Aviation Safety and Security studies.  U.S. citizenship is required and a minimum 3.0 GPA.  Student must commit to internship for 10 weeks in the summer and 15 weeks during semester.  Internships are available at FAA facilities across the U.S.  Award is a weekly stipend of $450 and housing allowance, if eligible, of $150 per week; limited travel reimbursement; and accidental medical insurance.  Applications accepted year-round (summer deadline is Feb. 27).  Number of awards varies."
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/4100DA01-A80D-9A17-7707497D6C4571FC,"John W. DeMuth, Jr. Agricultural Sciences Scholarship",http://www.scholarshipmonkey.com/school/209542,Oregon State University,Varies,Varies,,2,Agricultural Sciences,http://oregonstate.edu/financialaid/scholarships,"Scholarship for sophomores, juniors, or seniors attending Oregon State University who are enrolled in the College of Agricultural Sciences.  Applicants have a minimum 2.0 GPA.  Due date, award amount and number of awards may vary."
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/410065CF-9B30-81C1-8E2EBA7475C425BE,"Benjamin L. Perry, Jr. Agricultural Sciences Scholarship",http://www.scholarshipmonkey.com/school/215655,Robert Morris University,Varies,Varies,,,"Agricultural Sciences, Engineering",http://www.famu.edu,"Scholarship for undergraduate students enrolled at Florida A&M; University College of Engineering Sciences, Technology, and Agriculture majoring in Agricultural Sciences.  Deadlines and award amounts may vary."
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/4100A9C9-BD08-3DD7-535D05562D1A43FB,Florida Rural Rehabilitation Corp. Agricultural Sciences Scholarship,http://www.scholarshipmonkey.com/school/215655,Robert Morris University,Varies,Varies,,,"Agricultural Sciences, Engineering",http://www.famu.edu,"Scholarship for undergraduate students enrolled at Florida A&M; University College of Engineering Sciences, Technology, and Agriculture majoring in Agricultural Sciences.  Students must come from a Florida farm or a rural Florida background.  Deadlines and award amounts may vary."
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/4100A69B-03A2-B2BE-BF0F20B7CBF01043,Faculty-Staff Scholarship for Agricultural Sciences,http://www.scholarshipmonkey.com/school/446978,Colorado State University System Office,March 1st,$780.00,,3,Agricultural Sciences,http://sfs.colostate.edu/scholarships/,"Annual award for an undergraduate sophomore, junior or senior attending Colorado State University full-time, majoring in Agricultural Sciences.  Recipient must remain in the College of Agricultural Science for the term of the scholarship.  Applicant must be a U.S. citizen, and have a minimum 3.2 GPA."
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/41010377-03FD-FD19-80463DF5DF9D33DA,Naasson K. & Florrie S. Dupree-Agricultural Sciences Scholarship,http://www.scholarshipmonkey.com/school/229115,Texas Tech University,February 1st,"$3,000.00",,,Agricultural Sciences,http://www.ttu.edu,"Scholarship for undergraduate or graduate students attending Texas Tech University in Lubbock, Texas, enrolled in the College of Agricultural Sciences and Natural Resources (CASNR).  Number of awards and award amount varies."
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/410130FD-CBD4-8330-93D8DBD0845F9286,Robert E. Moreng Scholarship in Agricultural Sciences,http://www.scholarshipmonkey.com/school/446978,Colorado State University System Office,March 1st,$886.00,,,Agricultural Sciences,http://sfs.colostate.edu/scholarships/,Annual award for undergraduate student attending Colorado State University's College of Agricultural Sciences.  Applicant must have outstanding academic achievement.  Preference given to student with interest in Avian Sci or student who plans to study Agricultural Sciences at the graduate level.
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/41011A30-E878-5742-B01AC35152436BAC,Vivian Shriver Thompson Scholarship in the College of Agricultural Sciences Department of Fisheries & Wildlife,http://www.scholarshipmonkey.com/school/209542,Oregon State University,February 1st,Varies,,,Forestry/Conservation,http://oregonstate.edu/financialaid/scholarships,Scholarship for Oregon residents who are undergraduate students attending Oregon State University who are majoring in Fisheries and Wildlife Science.  Selection based on academic merit and potential.  Award amount and number of awards may vary.
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/41010A65-03DA-10A6-C7C2A00A9072AC43,Oklahoma Farm Bureau,http://www.scholarshipmonkey.com/school/207388,Oklahoma State University-Main Campus,February 1st,$750.00,,,Agricultural Sciences,https://financialaid.okstate.edu/scholarships,Scholarship for incoming freshmen enrolled at Oklahoma State University College of Agricultural Sciences and Natural Resources.  Students must demonstrate leadership and academic achievement.  Consideration given to financial need.  Number of awards may vary.
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/41010572-A8FD-5699-E5ACE469ECC68A72,National Western Stock Show-Senior  Scholarship,http://www.scholarshipmonkey.com/school/446978,Colorado State University System Office,March 1st,"$5,000.00",,3,Agricultural Sciences,http://sfs.colostate.edu/scholarships/,"Scholarship for undergraduate seniors attending Colorado State University's College of Agricultural Sciences with a major relating to the Livestock Industry, and who are former exhibitors or contestants in the National Western Stock Show or Fall Classic (National Western 4-H Round-up participants are ineligible.)  Student must be a U.S. citizen, show good attitude, initiative conducive to ongoing leadership, scholastic achievement (minimum 3.0 GPA), financial need, and career potential.  This award is for the seniors who have received the scholarship since their freshman year."
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/41010571-021D-7052-618091B756ECA860,National Western Stock Show Scholarship,http://www.scholarshipmonkey.com/school/446978,Colorado State University System Office,March 1st,"$4,500.00",,3,Agricultural Sciences,http://sfs.colostate.edu/scholarships/,"Scholarship for undergraduate students attending Colorado State University's College of Agricultural Sciences with a major relating to the Livestock Industry, and who are former exhibitors or contestants in the National Western Stock Show or Fall Classic (National Western 4-H Round-up participants are ineligible.)  Preference given to freshmen.  Student must be a U.S. citizen, show good attitude, initiative conducive to ongoing leadership, scholastic achievement, financial need, and career potential.  Admissions application to the College of Agricultural Sciences is reviewed for all scholarships.  Renewable; maintain 2.8 GPA first year, 3.0 thereafter."
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/41010570-E717-8D51-F51DE08CD1DD2CA4,National Western-Jim Henry Scholarship,http://www.scholarshipmonkey.com/school/446978,Colorado State University System Office,March 1st,"$1,000.00",,,Agricultural Sciences,http://sfs.colostate.edu/scholarships/,"Scholarship for undergraduate juniors attending Colorado State University's College of Agricultural Sciences with a major relating to the Livestock Industry, and who are winners/recipients of the National Western Stock Show Scholarship(NWSS).  Student must be a U.S. citizen, show good attitude, initiative conducive to ongoing leadership, scholastic achievement, financial need, and career potential.  Recipient is selected by Student Affairs Committee; an additional $1000 over the NWSS amount."
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/41010527-9E22-68E6-F4BB76C3D4AE131F,National Merit Scholarship in Agriculture,http://www.scholarshipmonkey.com/school/207388,Oklahoma State University-Main Campus,Varies,Varies,,,Agricultural Sciences,https://financialaid.okstate.edu/scholarships,Scholarship for incoming freshmen enrolled at Oklahoma State University College of Agricultural Sciences and Natural Resources.  Students must be National Merit Finalists.  Due date and award amount may vary.
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/4100DB5D-B380-F550-7AD3A30948BA5325,Joseph Fleming Freshman Scholarship,http://www.scholarshipmonkey.com/school/207388,Oklahoma State University-Main Campus,February 1st,"$1,000.00",,,Agricultural Sciences,https://financialaid.okstate.edu/scholarships,"Scholarship for incoming freshmen enrolled at Oklahoma State University College of Agricultural Sciences and Natural Resources.  Selection is based on leadership, academic achievement, and finacial need.  Number of awards may vary."
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/4100F973-AE90-57BC-9A8FCDE291758B80,McAlester Scottish Rite Fellowship,http://www.scholarshipmonkey.com/school/207388,Oklahoma State University-Main Campus,February 1st,$500.00,,,Agricultural Sciences,https://financialaid.okstate.edu/scholarships,Scholarship for graduate students enrolled at Oklahoma State University College of Agricultural Sciences and Natural Resources.
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/4100F519-F135-F42D-D5EA13EF7AD365A3,Marvin Klemme Agriculture Memorial Scholarship,http://www.scholarshipmonkey.com/school/207388,Oklahoma State University-Main Campus,January 15th,"$2,000.00",,,Agricultural Sciences,https://financialaid.okstate.edu/scholarships,Scholarship for undergraduate students enrolled at Oklahoma State University College of Agricultural Sciences and Natural Resources.  Students must live within an Oklahoma County served by the Marvin Klemme Range Research Station.  Number of awards may vary.  Due dates are February 1 for freshmen and January 15 for continuing/transfer students.  Renewable.
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/4100B824-B1F9-3FE1-23BECEA74F795F3D,Grace McKinzie Memorial Scholarship,http://www.scholarshipmonkey.com/school/207388,Oklahoma State University-Main Campus,January 15th,$750.00,,,Agricultural Sciences,https://financialaid.okstate.edu/scholarships,Scholarship for undergraduate students enrolled at Oklahoma State University College of Agricultural Sciences and Natural Resources.  Students must have financial need.  Number of awards may vary.  Due dates are February 1 for freshmen and January 15 for continuing/transfer students.
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/4100690D-AAC4-8639-FFCE2A43DCF70605,Biosystems & Agricultural Engineering Development Fund Scholarship,http://www.scholarshipmonkey.com/school/207388,Oklahoma State University-Main Campus,February 15th,"$1,000.00",,,"Agricultural Sciences, Engineering",https://financialaid.okstate.edu/scholarships,Scholarship for undergraduate students enrolled at Oklahoma State University College of Agricultural Sciences and Natural Resources Department of Biosystems and Agricultural Engineering majoring in Biosystems Engineering.  Selection is based on academic achievement and leadership.  Number of awards may vary.
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/410057F5-E447-17EA-C0DBFD2ECD2B3DD7,Alphonse E. Dericqies Scholarship,http://www.scholarshipmonkey.com/school/446978,Colorado State University System Office,March 1st,"$1,000.00",,2,"Agricultural Sciences, Accounting/Finance",http://sfs.colostate.edu/scholarships/,"Scholarship for undergraduate students admitted to Colorado State University's College of Agricultural Sciences. Preference is given to students identified with the livestock industry, including finance and accounting.  Student must have financial need, be a worthy and deserving student and maintain good scholastic standing (minimum 2.0 GPA).  Admissions application to the College of Agricultural Sciences is reviewed for all scholarships."
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/41014B64-DCC9-9A94-728D507686930CBC,Thomas Sutherland Agricultural Scholarship,http://www.scholarshipmonkey.com/school/446978,Colorado State University System Office,March 1st,"$1,363.00",,,Agricultural Sciences,http://sfs.colostate.edu/scholarships/,"Scholarship for undergraduate students admitted to Colorado State University's College of Agricultural Sciences full-time with an interest in International Agriculture.  Award based on academics, leadership and financial need."
http://www.scholarshipmonkey.com/list?list=Agricultural%20Sciences,http://www.scholarshipmonkey.com/scholarship/4100910C-934B-8946-80B7141DB9B5FAE2,Donald Fanning Schaefer Memorial Scholarship,http://www.scholarshipmonkey.com/school/446978,Colorado State University System Office,March 1st,"$1,125.00",,3,Agricultural Sciences,http://sfs.colostate.edu/scholarships/,"Scholarship for undergraduate students admitted to Colorado State University's College of Agricultural Sciences.  Student must be a U.S. citizen, have financial need, 2.75 GPA, demonstrate evidence of leadership on and off-campus.  Admissions application is reviewed for all scholarships.  Award amount may vary."
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/41005E4A-D62D-6DC8-B175F5E6CBE3BC4B,Architecture Traveling Fellowships,http://www.scholarshipmonkey.com/school/,,May 25th,"$15,000.00",,,Architecture,http://somfoundation.com,"Annual fellowships for college seniors or graduate students in a school listed in the 'Guide to Architecture Schools in North America and are in the final year of studies majoring in Architecture.  Applicants must graduate from a school in the U.S.  Selection based on sites of intended study, portfolio, potential, and career goals.  Nonrenewable."
