URL,Title,Address,Classes,Camps,Hours,Places,Birthdays,Phone,Website,Mail ID,Facebook Link,Description,Love Rating,Image URL
http://hulafrog.com/chandler-az/connect5family-center-of-chandler--c7/,Connect5Family Center of Chandler,"222 East Warner Road, AZ 85255","Arts, Dance, Learning, Music, Sports, Other","All, Arts, Dance, Music, Sports, Other",Mon. - Sat.: 9:00 AM - 7:00 PM || Sunday: 12:00 PM - 5:00 PM,,Party Places,480-699-2122,http://www.Connect5FC.com,chandler@connect5fc.com,https://www.facebook.com/Connect5FamilyCentersOfChandler,"Welcome to the neighborhood!  Actually, there're five neighborhoods for you to explore.  Develop the mind and body by stepping through the gates and onto the mats as you begin your journey in Villari's Martial Arts.  Children can run jump, play and learn in Discovery Park.  Families can enjoy a delicious meal in Kicks Cafe.  Register for a Mind and Motion workshop and explore music, dance, fitness, stress management, arts and crafts, and more.  Plan a Spotlight Celebrations for your special event, or celebrate with friends by choosing one of our Adventure Birthday Packages.

We serve as a true center; a hub that brings together family, friends, students, educators, and community.  It's all about connection.  It's about families learning and playing together and friends celebrating each other's special moments.  It's about reinforcing educator's efforts to provide 21st century learning opportunities for students by providing tools and programs that help them succeed at home and in school. You'll also see us out in the community supporting local events, groups, and   charities.     
",9,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/chandler-gilbert-family-ymca--29/,Chandler/Gilbert Family YMCA,"1655 West Frye Road, AZ 85224","Acting, Arts, Cooking, Dance, Gymnastics, Learning, Languages, Martial, Nature, Music, Sports, Swim, Other","Academic, All, Arts, Cooking, Dance, Music, Sports, Swim",Mon. - Sun.: 12:00 AM - 12:00 AM,"Indoor, Other",Party Places,480-899-9622,http://www.valleyymca.org/chandlergilbert,rtrulove@vosymca.org,https://www.facebook.com/ChandlerGilbertYMCA,"1655 West Frye Road,Chandler, AZ 85224Phone: (480) 899-9622  Jessie Sands, Executive Director Hours:Mon-Thu 5:00AM to 10:00PM Friday 5:-00AM to 9:30PM Saturday 7:00AM to 6:00PM Sunday 11:00AM to 4:00PM",2,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/classic-image-dance-chandler-54/,Classic Image Dance,"335 N. Austin DriveChandler, AZ 85226",Dance,Dance,Monday: 4:30 PM - 9:30 PM || Tuesday: 4:30 AM - 9:30 PM || Wednesday: 4:30 PM - 9:30 PM || Thursday: 4:30 PM - 9:30 PM || Friday: 4:30 PM - 7:00 PM || Saturday: 9:30 AM - 11:30 AM || Sunday: 12:00 AM - 12:00 AM,,Party Places,480-839-4159,http://www.classicimagedance.com,info@classicimagedance.com,https://www.facebook.com/pages/Classic-Image-Dance/144125802336776,"We provide quality and professional dance instruction to all types of dancers in a positive and friendly atmosphere. Whether our dancers are training to be professionals or just dancing for their personal enjoyment, the benefits they will receive are endless.",2,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/jeanne-s-school-of-dance-chandler-chandler-88/,Jeanne's School of Dance Chandler,"610 N. Alma School RoadChandler, AZ 85224","Acting, Dance, Gymnastics","Dance, Gymnastics, Performing",,,Party Places,480-963-6674,http://www.jeannesdancechandler.com,studio@jeannesdancechandler.com,https://www.facebook.com/pages/Jeannes-School-of-Dance-Chandler/400782036703966,"At Jeanne's School of Dance - Chandler, you're part of our family.  We get to know all our dancers and studio families so when you're here . . . you're home!  We look at each dancer as one of our own.  We will work with them and be their biggest cheerleader as they aim to achieve their dreams!  Our teachers are not only highly trained in their own styles of dance and theater, they are also masters at building confidence in our students and giving them the mental and emotional tools they need to conquer anything they want!",2,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_14117746671313094377.png
http://hulafrog.com/chandler-az/elevate-martial-arts-chandler-02/,Elevate Martial Arts,"3020 S. Gilbert Rd. #6Chandler, AZ 85286",Martial,Martial,"4pm to 8:30pm Monday-Thursday, 4pm to 7pm Friday",,Party Places,480-458-5527,http://www.elevatemartialarts.com,marcus.ruiz@hotmail.com,,"At Elevate Martial Arts, we believe that students learn best in a supportive and encouraging community. Character education is the heart of the EMA program. It focuses on Goal orientation, Responsibility, Respect, Honesty, Self Discipline, Courtesy, Self-Control, Trustworthiness, Perseverance, caring and Integrity. Recently awarded ""2012 Best of the East Valley"" by the East Valley Tribune.",1,http://hulafrogportal.com/sugar/hulafrogphoto/gky_uploads/2014/01/1389587829-230-x-230px-Closeup-Boy-Martial-Arts.jpg?126
http://hulafrog.com/chandler-az/enchanted-island-amusement-park-phoenix-e4/,Enchanted Island Amusement Park,"1202 West Encanto BoulevardPhoenix, AZ 85007",,,Hours Vary Seasonally,Rides,Party Places,(602) 254-1200,http://www.enchantedisland.com/index.php,info@enchantedisland.com,,"Whether you like spinning, flying, dropping, bumping, driving, rocking, or rolling, the rides at Enchanted Island Amusement Park are sure to thrill and delight.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/gold-medal-gymnastics-chandler-37/,Gold Medal Gymnastics,"455 E. Warner RoadChandler, AZ 85225","Dance, Gymnastics","Dance, Gymnastics",,,Party Places,(480) 857-7335,http://www.goldmedalgym.com/chandler,Chandler@goldmedalgym.com,https://www.facebook.com/GoldMedalGymnastics,"Gold Medal Gymnastics provides children of all ages and abilities a safe and healthy work-out environment. From tots to team, Gold Medal Gymnastics offers flexible class schedules all in the comforts of state-of-the-art facilities.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/great-play-of-chandler-chandler-49/,Great Play of Chandler,"2855 West Ray Road Suite 9Chandler, AZ 85224",Other,Other,Mon. - Sat.: 9:00 AM - 6:30 PM  Sunday: 10:30 AM - 4:30 PM,Indoor,Party Places,480-726-PLAY (7529),http://www.greatplay.com/locations/chandler/,info@chandler.greatplay.com,https://www.facebook.com/GreatPlayChandler,A unique new gym for kids ages 6 months to 12 years!,1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/gymboree-play-music-chandler-5c/,Gymboree Play & Music,"2160 W. Chandler BlvdChandler, AZ 85224","Arts, Learning, Music","Arts, Music, Sports","MON-FRI:6:00AM-9:00PM,SAT:7:00AM-3:00PM,SUN:8:00AM-4:00PM",Indoor,Party Places,480-963-1756,http://www.gymboreeclasses.com/index.jsp,regina_mirizio@gymboree.com,,"Gymboree Play & Music has been fostering creativity and confidence in children ages 0-5 for over 30 years. Today there are over 550 locations in 30 countries, making us the global leader in early childhood development programs. Designed by experts, our age-appropriate activities help develop the cognitive, physical and social skills of children as they play. Our programs are also recognized for their unique approach to parent involvement?which encourages participation in and understanding of each child?s development.



",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/ldvinci-art-studio-chandler-65/,LDVinci Art Studio,"3355 West Chandler BoulevardChandler, AZ 85226","Arts, Dance, Music","Arts, Dance, Music","MON-FRI: 9:15 AM-8:00 PM, SAT 9:15 AM-5:00 PM",Drop,Party Places,(480) 726-7382,http://www.ldvinci.net/index.php,info@ldvinci.com,,"Our creative space is an original art studio offering painting, dance and music lessons for kids and adults in one inspiring location. The mission of our studio is to provide students with a high quality painting, dance and music education. LDVinci's open studio craft time is a unique opportunity for parents to participate with their child in an artistic environment.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/pump-it-up-of-tempe-tempe-43/,Pump It Up of Tempe,"1325 West Auto Drive Suite 101Tempe, AZ 85284",,,Mon. -Fri.: 10:00 AM - 5:00 PM || Saturday: 12:00 AM - 12:00 AM || Sunday: 12:00 AM - 12:00 AM,Indoor,Party Places,480-940-7867,http://www.pumpitupparty.com/az/tempe/home-p1q66.htm,dheinze@fun-brands.com,https://www.facebook.com/pumpitupoftempe,"At Pump It Up, your party is always a memorable experience. There's fun for all ages in our private, indoor arenas with gigantic inflatables. Our friendly, trained staff is here to help you from the moment you arrive in the parking lot until the guest of honor makes a wish and blows out the candles! A Pump It Up party is stress-free and easy to do with no clean up! Every party can be personalized for your specific needs.
We are not just your birthday party place. We have other open events like Pop-in Playtime and special events to celebrate being a kid.
 
 
",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/airworx-chandler-c7/,Airworx,"4960 W. Ray RdChandler, AZ 85226",Gymnastics,,"MON_THURS: 10:00 AM-8:00 PM, FRI-SAT: 10:00 AM-11:00 PM, SUN: 10:00 AM-6:00 PM",Indoor,Party Places,480-775-3800,http://www.airworx.us/Home_Page.html,Brandi@airworx.us,,We are an indoor trampoline entertainment center.,0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/amf-chandler-lanes-chandler-71/,AMF Chandler Lanes,"1900 North Arizona AvenueChandler, AZ 85224",,,"MON-TUES: 12:00 PM-12:00 AM, WED: 9:00 AM- 12:00 AM, THURS: 12:00 PM-12:00 AM, FRI: 12:00 PM-1:00 AM, SAT: 10:00 AM-1:00 AM, SUN: 10:00 AM-12:00 AM",Bowling,Party Places,480-963-0150,http://www.amf.com/chandlerlanes,chandlerlanes@amf.com,,"No matter your budget, bowling is one of the best entertainment values on the planet. Check out our Special Offers web page and join the eClub for our best deals! They'll get you bowling and keep you coming back again and again. Just grab some friends, head on over and start having fun.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/amf-mcray-plaza-lanes-chandler-62/,AMF McRay Plaza Lanes,"3825 West Ray RoadChandler, AZ 85226",,,"MON-TUES: 9:00 AM-2:00 PM, WED: 12:00 PM-4:00 PM, THURS: 9:00 AM-9:00 PM, FRI: 9:00 PM-5:00 PM, SAT: 9:00 AM-7:00 PM",Bowling,Party Places,(480) 899-2171,http://www.amf.com/mcrayplazalanes,mcrayplazalanes@amf.com,,AMF McRay Plaza Lanes offers traditional bowling on 32 lanes. Relax in our bar/lounge area while you watch your favorite sports on TV or challenge your friends to some arcade-style games.,0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/as-you-wish-pottery-mesa-mesa-81/,As You Wish Pottery- Mesa,"1649 S Stapley #101Mesa, AZ 85204",,,,Drop,Party Places,480-539-8400,http://www.asyouwishpottery.com/,create@asyouwishpottery.com,,"As You Wish As You Wish is a great place to flex your creative muscle and have some fun.  We provide paints, brushes, expert assistance and anything else you need to let your inner artist out!  You can stop in anytime!  We also happily accept reservations.  Just contact your local studio.  Reservations are suggested on weekends, holidays, and days when school is out.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/big-surf-az--a9/,Big Surf AZ,"1500 N. McClintock Dr./Hayden Rd., AZ 85281",,,Mon. - Sun.: 12:00 AM - 12:00 AM,Parks,Party Places,480-994-2297,http://BigSurfFun.com,,https://www.facebook.com/BigSurfAZ,"Built in 1969, Big Surf Waterpark is America's Original Waterpark boasting one of the largest wave pools in the world, Waikiki Beach.  Nestled on 20 acres in Arizona on the northern tip of Tempe and just south of Scottsdale, Big Surf has remained an Arizona icon for over 40 years and features dozens of other thrilling water features all in a safe and family friendly atmosphere.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/bounce-u-gilbert-c8/,Bounce U,"1166 South Gilbert RoadGilbert, AZ 85296",,,Hours Vary- See Open Bounce and Events calendar,Indoor,Party Places,(480) 632-9663,http://www.bounceu.com/,bchaddock@bounceu.com,,"BounceU is the perfect party place for kids! Filled with amazing inflatables in a safe, indoor atmosphere, kids love stopping by to bounce their hearts out. From private birthday parties to team parties, mom's clubs and more, there's tons of bouncetastic fun to be had at BounceU. Don't miss out on the inflatable fun!",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/brunswick-zone-gilbert-gilbert-76/,Brunswick Zone Gilbert,"1160 South Gilbert RoadGilbert, AZ 85296",,,,Bowling,Party Places,(480) 813-2695,http://www.bowlbrunswick.com/about-us/109/1,gm.bz.gilbert@brunbowl.com,,"Brunswick Zone XL is extra large fun. Endless lanes for bowling, a giant game room, lazer tag, billiards, and a super-size lounge to relax with friends or catch the big game. If you want BIG fun, get into the good times at Brunswick Zone XL. 


",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/build-a-bear-workshop-gilbert-16/,Build A Bear Workshop,"2180 East Williams Field RoadGilbert, AZ 85295",,,"MON-SAT: 10:00 AM-9:00 PM, SUN: 11:00 AM-6:00 PM",Other,Party Places,480-812-2622,http://www.buildabear.com/shopping/storefinder/storeDetail.jsp?storeNumber=268,santan@buildabear.com,,"At Build-A-Bear Workshop?, our mission is to bring the Teddy Bear to life. An American icon, the Teddy Bear brings to mind warm thoughts about our childhood, about friendship, about trust and comfort, and also about love. Build-A-Bear Workshop embodies those thoughts in how we run our business everyday.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/build-a-bear-workshop-chandler-12/,Build A Bear Workshop,"3111 West Chandler BoulevardChandler, AZ 85226",,,"MON-SAT: 10:00 AM-9:00 PM, SUN: 11:00 AM-6:00 PM",Other,Party Places,480-821-5800,http://www.buildabear.com/shopping/storefinder/storeDetail.jsp?storeNumber=066,chandlerf@buildabear.com,,"At Build-A-Bear Workshop?, our mission is to bring the Teddy Bear to life. An American icon, the Teddy Bear brings to mind warm thoughts about our childhood, about friendship, about trust and comfort, and also about love. Build-A-Bear Workshop embodies those thoughts in how we run our business everyday.

",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/castles-n-coasters--89/,Castles N' Coasters,"9445 N Metro Pkwy E, AZ 85051",,,Mon. - Thurs.: 10:00 AM - 11:00 PM || Friday: 10:00 AM - 12:00 AM || Saturday: 10:00 AM - 12:00 AM || Sunday: 10:00 AM - 11:00 PM,Rides,Party Places,(602) 997-7575,http://www.castlesncoasters.com,events@castlesncoasters.com,https://www.facebook.com/CastlesNCoasters,"Whether you're young or old, big or small, you'll find lots of fun, food and excitement at Arizona's Finest Family Fun and Thrill Park. 

From the thrilling sky'high roller coasters and exciting water rides, to the exotic countries of the world class miniature golf course and enchantment of an old fashioned carousel, there's magic and new adventures waiting for you and your family at Castles N' Coasters.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/creative-hands-pottery-studio-gilbert-1b/,Creative Hands Pottery Studio,"1120 South Gilbert RoadGilbert, AZ 85296",,,"MON-THURS: 11:00 AM-7:00 PM, FRI: 11:00 AM-9:00 PM, SAT: 10:00 AM- 9:00 PM, SUN: 12:00 AM- 6:00 PM",Drop,Party Places,480-558-7979,http://www.creativehandsstudio.com/index.html,danell.chs@gmail.com,,"The whole concept of painting your own ceramic pottery is great, but we wanted to take this to the next level. So? we have added throwing wheels, started teaching clay - building classes, and throw the best darn kids party in town, just ask anyone that?s been in?.we always have fun!",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/family-time--91/,Family Time,",Places:  Indoor",,,,Indoor,Party Places,(480) 813-2668,http://familytimeplace.com/,cn164@abc.com,,"Family Time is an awesome children?s entertainment center for kids_ages 1 to 6 where you will find an indoor playground, kids climbing wall, tots area and the first LAVA Slide in Arizona!",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/flipside-gilbert-11/,FlipSide,"4874 South Val VistaGilbert, AZ 85298",,,,"Bowling, Indoor",Party Places,(480) 471-8444,http://www.exploreflipside.com/,nerickson@exploreflipside.com,,"Laser Tag, Bumper Cars, and 28 lanes of Bowling. A comfortable lounge with a cafe where mom or dad can relax before jumping back in to join the fun. Clean, kid-friendly, and HUGE. Want to get out of Boredom Town? FlipSide departs soon for Awesome-opolis!",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/freestone-park-gilbert-88/,Freestone Park,"1021 East Juniper AvenueGilbert, AZ 85233",,,Hours Vary Seasonally,"Parks, Rides",Party Places,(480) 632-2702,http://www.freestonerr.com/,jobs@freestonerr.com,,"Ride the rails on the miniature railroad. Catch a 'desert wave' on the waterless Wave Runner. Pick your favorite pony from dozens on the beautiful antique carousel. Finish up with a ride on the mini Ferris Wheel, the perfect spot to look back on a day of fun! There's even fun food, at family-friendly prices.  This Gilbert family fun attraction is open weekends and geared especially towards kids from 2-10, and has everything your family could want!",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/golfland-mesa-7a/,Golfland,"155 West Hampton AvenueMesa, AZ 85210",,,"MON-THURS: 11:00 AM-10:00 PM, FRI: 11:00 AM-12:00 AM, SAT: 10:00 AM-12:00AM","Indoor, Rides",Party Places,(480) 461-3496,http://www.golfland.com/mesa/,mgoodman@golfland.com,,"Golfland is Arizona's premier family entertainment center, open 365 days a year!",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/greenhouse-montessori-gilbert-93/,Greenhouse Montessori,"505 S Gilbert RdGilbert, AZ 85296",,,,Other,Party Places,480-635-0386,http://greenhousemontessorischool.com/Home_Page.php,CN1002@abc.com,,"Greenhouse Montessori was create from a passion for providing an environment for children to learn and have fun. The ""greenhouse"" was originally a place for children to have themed birthday parties where they could play, interact, and learn, without even realizing that fun and learning could be the same thing. ",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/jambo-park-mesa-93/,Jambo! Park,"2726 South Alma School RoadMesa, AZ 85210",,,"MON: 10:00 AM-8:00 PM, WED-SUN: 10:00 AM-8:00 PM",Rides,Party Places,(480) 820-8300,http://www.jambopark.com/mesa.php,emailmesa@jambopark.com,,Jambo! Park is Arizona's destination for family fun and entertainment.,0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/jumpstreet-indoor-trampoline-park-chandler-54/,Jumpstreet Indoor Trampoline Park,"455 East Warner RoadChandler, AZ 85225",,,"SUN-MON: 11:00 AM-9:00 PM, TUES-THURS: 10:00 AM-10:00 PM, FRI-SAT: 10:00 AM-12:00 AM",Indoor,Party Places,(480) 270-8008,http://gotjump.com/chandler-az/,rex@gotjump.com,,"Why sit around the house bouncing off the walls, when you can bounce off our walls at jumpstreet?? Literally!!! Exercise has never been so much fun.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/kiwanis-recreation-center-tempe-fe/,Kiwanis Recreation Center,"6111 S All America WayTempe, AZ 85283","Martial, Sports, Swim",,,"Parks, Rides","Party Places, Other",480-350-5740,http://www.tempe.gov/kiwanis,taianna_yee@tempe.gov,,"Kiwanis Recreation Center is a beautiful 54,000 square foot complex featuring  an indoor wave pool and water slide, fitness center, gymnasium, private rentals, and a 15-court tennis center. The facility is located in the 125 acre Kiwanis Park. ",0,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1435248736640409517.jpg
http://hulafrog.com/chandler-az/lazer-quest-mesa-ac/,Lazer Quest,"2035 South Alma School RoadMesa, AZ 85210",,,"SUN: 1:00 PM-6:00 PM, WED-THURS: 6:00 PM-9:00 PM, FRI: 5:00 PM-11:00 PM, SAT: 12:00 PM-11:00 PM","Indoor, Rides",Party Places,(480) 752-0005,http://www.laserquest.com/,CN169@abc.com,,"Laser Quest is a family entertainment venue combining the classic games of hide-and-seek and tag with a high tech twist. Our multi-level arenas have specialty lighting, swirling fog and energetic music to add to the excitement for up to 30 or more players in each game.

",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/main-event-entertainment-tempe--15/,Main Event Entertainment - Tempe,"8545 S Emerald Dr, AZ 85284",,,Mon. - Sun.: 12:00 AM - 12:00 AM,Bowling,Party Places,(480) 753-1200,http://www.mainevent.com,tamarap@mainevent.com,https://www.facebook.com/maineventtempe,"Main Event offers a unique 'Eat.Bowl.Play.' experience featuring state-of-the-art bowling, multi-level laser tag, thrilling high ropes adventure courses, captivating game rooms featuring the latest video and amusement, stylish billiards, energetic bars and high-quality restaurants. In addition to providing free wi-fi, guests rave about the superior value of activities including happy hour specials, combination deals, and the birthday, private and corporate parties/events. Our 45,000- to 75,000-square-foot family entertainment centers provide plenty of free parking and unrivaled entertainment and dinning experiences, all at a great value. #Eat.Bowl.Play.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/makutu-s-island-chandler-9b/,Makutu's Island,"6919 West Ray RoadChandler, AZ 85226",,,"SUN: 10:00 AM-7:00 PM, TUES-THURS: 12:00 PM-7:00 PM, FRI: 12:00 PM-9:00 PM, SAT: 10:00 AM-9:00 PM",Indoor,Party Places,480-344-3741,http://www.makutusisland.com/index.html,cat@spiral-inc.com,,"Makutu?s (Ma-coo-two?s) Island, one of Arizona?s largest indoor play places, is a trip into fantasy and adventure for children of all ages and a perfect way to beat the Arizona heat.?? Designed with a tropical theme, Makutu?s is a lush, exciting indoor ?island? with a roaring waterfall, towering trees, and mysterious caves.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/mission2play-laser-tag-gilbert-af/,Mission2Play Laser Tag,"3543 E Wildhorse Dr.Gilbert, AZ 85297",,,,Indoor,Party Places,480-980-7953,http://www.mission2play.com,ryanjackson@mission2play.com,,"We provide THE best laser tag in Arizona that is strategic, mission-based, energetic, and fun!  

We've setup exciting courses in back yards, community parks, mountainous terrains, gymnasiums, warehouses, schools? the list continues.  THE BEST PART IS ? you don?t have to caravan across town with large groups or anxious children.  We take care of all the details so that you can relax and enjoy the fun.

Since we are not confined by walls, computer systems, light or distance, players experience greater freedom and a much richer, more realistic experience. Those who enjoy combat gaming, paintball, air soft, and of course, laser tag, simply LOVE our laser tag.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/mother-natures-farm-gilbert-6d/,Mother Natures Farm,"1663 East Baseline RoadGilbert, AZ 85233",,,Vary Seasonally,Farms,Party Places,(480) 507-0074,http://www.mothernaturesfarm.com/ourstory.aspx,wade@mothernaturesfarm.com,,"Mother Nature's Farm is family owned and operated. We have been farming at this location since 1968, we planted pine trees in 1980, and our pumpkin patch we started in 1991. We also harvest vegetables, corn, peaches and apples to name a few. We provide lots of grassy areas for birthday parties or any other occasions you can think of. We do school tours for thousands of children. ",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/my-gym-ahwatukee-chandler-46/,My Gym Ahwatukee,"4142 East Chandler BoulevardChandler, AZ 85048",Sports,Sports,,Indoor,Party Places,(480) 897-0588,http://www.my-gym.com/franchisee_schedule_inquiry.aspx?id=209,ahwatukeemygym@aol.com,,"Our facilities, programs and services empower youngsters by helping them acquire the skills, confidence and positive self-image needed to become healthy young adults. We are committed to nurturing children, treating them with understanding and positive reinforcement, maintaining a supportive and noncompetitive atmosphere, and making learning fun and exciting.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/pump-it-up-tempe-bc/,Pump It Up,"1325 West Auto DriveTempe, AZ 85284",,,Daily:  10:00am - 5:00pm,Indoor,Party Places,480-940-7867,http://www.pumpitupparty.com/az/tempe/home-p1q66.htm,pumpituptempe@gmail.com,,"Pump It Up is the leader in children?s entertainment.  We specialize in safe, private, indoor events with gigantic inflatables for kids of all ages.  From kid?s birthday parties to special events and structured play we have plenty of things for kids to do.  We incorporate jumping, bouncing, fun games and other activities for kids into all of our parties and events helping your child build social skills and physical abilities. Bring your kids to Pump It Up for a bouncing, fun time.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/sea-life-arizona-tempe-0f/,SEA LIFE Arizona,"5000 S. Arizona Mills Circle Ste. 145Tempe, AZ 85282",,,Mon. - Sun.: 12:00 AM - 12:00 AM,Zoos,Party Places,877-526-3960,http://www.sealifeus.com,azgroups@sealifeus.com,https://www.facebook.com/sealifearizona?fref=ts,Get discounted tickets everday at www.sealifeus.com,0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/skateland-chandler-roller-skating-birthday-parties-in-chandler-phoenix--de/,"Skateland Chandler - Roller Skating, Birthday Parties in Chandler & Phoenix","1101 W. Ray Rd, AZ 85224",,,Monday: 12:00 AM - 12:00 AM || Tuesday: 5:30 PM - 8:00 PM || Wednesday: 5:30 PM - 8:00 PM || Thursday: 5:30 PM - 8:00 PM || Friday: 5:00 PM - 7:30 PM || Saturday: 9:00 AM - 12:30 PM || Sunday: 1:00 PM - 4:00 PM,Skating,Party Places,480-917-9444,http:// www.SkatelandChandler.com,howarewedoing@skatelandchandler.com,https://www.facebook.com/SkatelandChandler?ref=br_tf,"Chandler AZ: Roller skating,  birthday parties, fundraisers, groups & private parties. Affordable family fun. Like our page for promotions, news, events, specials, and discounts.  Our FB page is updated daily. Follow us on twitter @sk8landchander",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/slide-and-bounce-around-chandler-ab/,Slide and Bounce Around,"At Your LocationChandler, AZ 85248",,,MON-FRI: 9:00 AM-5:00 PM,Indoor,Party Places,480-507-5867,http://www.slideandbounce.com/,info@slideandbounce.com,,We offer a variety of services to make your event interactive and fun!,0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/the-barn-at-power-ranch-gilbert-76/,The Barn at Power Ranch,"Power & Germann RoadsGilbert, AZ 85297",,,Hours Depend on Rental,,Party Places,480-988-0960,,,,"The Barn, a new 7600 sq. ft clubhouse, has a large meeting room, catering kitchen and extensive storage facilities as well as a large event lawn for special events directly outside the rear doors. The 773-square-foot resort-style pool features a shallow play end for children with whimsical water-squirting flowers, a section for water volleyball as well as a deeper pool section and poolside restroom building.

 

  ",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/the-little-gym-gilbert-30/,The Little Gym,"538 South Gilbert RoadGilbert, AZ 85296",,,"MON-THURS: 9:00 AM-7:00 PM, FRI: 9:00 AM-3:00 PM, SAT: 9:00 AM-6:00 PM, SUN: 11:00 AM-6:00PM",Indoor,Party Places,(480) 855-7766,http://www.thelittlegym.com/gilbertaz/pages/default.aspx,TLGnorthgilbertaz@thelittlegym.com,,Children have an endless supply of energy and a natural desire to conquer the world.  So how can you harness that sense of wonderment and adventure?  You've come to the right place The Little Gym of Gilbert.,0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/the-phoenix-rock-gym-tempe-31/,The Phoenix Rock Gym,"1353 East UniversityTempe, AZ 85281",Sports,,,Other,Party Places,480-921-8322,http://phoenixrockgym.com/,dief@phoenixrockgym.com,,"The Phoenix Rock Gym is the place to climb. We've got the environment, equipment, and the expertise to get you climbing. So, no matter what your age or experience, come on over and enjoy the thrill, excitement, and challenge of climbing! You have to see it to believe it.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
