URL,Title,Address,Classes,Eats and Treats,Places,Birthdays,Hours,Phone,Website,Mail ID,Facebook Link,Description,Love Rating,Image URL
http://hulafrog.com/chandler-az/angel-sweet-gelato-chandler-30/,Angel Sweet Gelato,"1900 West Chandler BoulevardChandler, AZ 85224",,Ice Cream,,,,(480) 722-2541,http://www.angelsweetgelato.com/,info@gelatospot.com,,"If you like ice cream, you have to come to Angel Sweet in Chandler, Arizona.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/khona-ice--f0/,Khona Ice,",Eats and Treats:  Ice Cream",,Ice Cream,,,,(480) 717-7150,http://www.konaicechandler.com/9084144_87397.htm,cn205@abc.com,,"KONA ICE IS A UNIQUE, FAMILY ORIENTED MOBILE SHAVED ICE TRUCK THAT WOULD BE A WELCOMED ADDITION FOR ANY EVENT YOU MAY HAVE. WE GUARANTEE SMILES!!!",1,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/kiwi-loco-chandler-17/,Kiwi Loco,"2945 Riggs RoadChandler, AZ 85249",,Ice Cream,,,,480-664-2850,https://www.kiwilocoyogurt.com/5043/Chandler-home/,lauraburch29@gmail.com,,"Froyo, Fresh toppings",1,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/yogurtopia-gilbert-20/,Yogurtopia,"2206 E. Williams Field Rd.Gilbert, AZ 85295",,Ice Cream,,,,480-499-0555,http://www.yogurtopia.com/,santan@yogurtopia.com,,"Yogurtopia began as more of a movement than a business venture. It started with our passion for frozen yogurt and our desire for perfection. We loved the fact that it was a quick and healthy snack, and really enjoyed being able to share this bliss with friends. All natural, all healthy, all good!

 

After visiting frozen yogurt places across the nation, we came up with our own special blend of all natural, healthy, and delicious toppings and ingredients. We then incorporated these into what is now known as The Yogurtopia experience.

 

The Yogurtopia Experience entails the finest frozen yogurt blends, the tastiest, healthiest toppings, and a soothing upbeat family friendly atmosphere in which you can relax comfortably while enjoying both quality time and extraordinary desserts!



 Delivering quality, comfort and affordability?Yogurtopia is here to Create a Perfect World, One Cup at a Time.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/apple-dumpling-cafe-and-creative-ice-cream--53/,Apple Dumpling Cafe and Creative Ice Cream,"3076 E Chandler Heights Rd, AZ 85298",,"Ice Cream, Restaurants",,,Mon. - Thurs.: 7:30 AM - 8:00 PM || Friday: 7:30 AM - 9:00 PM || Saturday: 7:30 AM - 9:00 PM || Sunday: 7:30 AM - 2:00 PM,(480) 279-3879,http://appledumplingcafe.com,,https://www.facebook.com/appledumplingcafe?fref=ts,"Look for our MENU under our photo albums, prices may vary to in-store menu",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/baskin-robbins-gilbert-82/,Baskin Robbins,"2487 South Gilbert RoadGilbert, AZ 85295",,Ice Cream,,,,480-855-9331,http://www.baskinrobbins.com,CN196@abc.com,,"Baskin-Robbins creates and markets innovative, premium ice cream, specialty frozen desserts and beverages, providing quality and value to consumers at more than 6,700 retail shops in nearly 50 countries",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/baskin-robbins-chandler-81/,Baskin Robbins,"4960 South Alma School RoadChandler, AZ 85248",,Ice Cream,,,,(480) 802-2731,http://www.baskinrobbins.com,CN195@abc.com,,"Named the top ice cream and frozen dessert franchise in the United States by Entrepreneur magazine?s 31st annual Franchise 500? ranking, Baskin-Robbins is the world?s largest chain of ice cream specialty shops.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/cold-stone-creamery-chandler-36/,Cold Stone Creamery,"2960 South Alma School RoadChandler, AZ 85248",,Ice Cream,,,"SUN-THURS: 11:00 AM-10:00 PM, FRI-SAT: 11:00 AM-11:00 PM",480-786-8506,http://www.coldstonecreamery.com/,CN206@abc.com,,"If it has anything to do with ice cream, it has everything to do with Cold Stone Creamery. From unique ice cream creations to smoothies, cakes and shakes ? nobody serves up the ultimate indulgence like Cold Stone.? It?starts with using the highest quality ingredients?and ends with our signature process for preparing your custom creation on a frozen granite stone.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/cold-stone-creamery-chandler-8b/,Cold Stone Creamery,"3163 West Chandler BoulevardChandler, AZ 85226",,Ice Cream,,,"MON-THURS: 12:00 PM-10:00 PM, FRI-SAT: 12:00 PM-11:00 PM",480-722-7767,http://www.coldstonecreamery.com/,CN208@abc.com,,"If it has anything to do with ice cream, it has everything to do with Cold Stone Creamery. From unique ice cream creations to smoothies, cakes and shakes ? nobody serves up the ultimate indulgence like Cold Stone.  It starts with using the highest quality ingredients and ends with our signature process for preparing your custom creation on a frozen granite stone.

",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/freddy-s-frozen-custard-and-steak-burgers-chandler-d0/,Freddy's Frozen Custard and Steak Burgers,"3476 West Frye RoadChandler, AZ 85226",,"Ice Cream, Restaurants",,,,480-857-8815,http://freddysusa.com/default.aspx,CN253@abc.com,,"Enjoying great food without a long wait doesn?t mean your meal has to be cooked before you order it. From sandwiches to sundaes, Freddy?s makes food fresh after you ask for it because that?s the kind of quality you deserve. Take a moment to catch up with friends and family, it?s almost time to eat. ",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/freddy-s-frozen-custard-and-steak-burgers--fd/,Freddy's Frozen Custard and Steak Burgers,",Eats and Treats:  Ice Cream",,Ice Cream,,,,(480) 857-8815,http://freddysusa.com/default.aspx,cn253@abc.com,,"Enjoying great food without a long wait doesn?t mean your meal has to be cooked before you order it. From sandwiches to sundaes, Freddy?s makes food fresh after you ask for it because that?s the kind of quality you deserve. Take a moment to catch up with friends and family, it?s almost time to eat.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/frio-mio-frozen-yogurt-chandler-c4/,Frio Mio Frozen Yogurt,"4991 S Alma School RdChandler, AZ 85248",,Ice Cream,,,, (480) 609-0007,http://friomio.com/,,https://www.facebook.com/pages/FrioMio/178073975652972?fref=ts,"We proudly serve YoCream Frozen Yogurt 'ÂÂ it is made with the highest quality ingredients, specially blended for a smooth and creamy taste.

Our frozen yogurt contains one of the highest counts of live and active yogurt cultures.

All our frozen yogurts are compliant with the National Yogurt Association Live and Active Culture (LAC) program.

All Nonfat and NSA flavors are low in sodium and cholesterol.

Original Tart'ÂÂ¢ and EuroTart'ÂÂ¢ flavors are made with all natural flavors and no artificial colors.

Our Non-Dairy Sorbets contain real fruit juices, and are made with all natural flavors and no artificial colors. Sorbets are non-dairy and contain no fat, sodium, or cholesterol.

No flavor packets or powder mix ensures that we will serve patrons of Frio Mio a consistent product every time.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/fro-yona-yogurt--22/,Fro Yona Yogurt,",Eats and Treats:  Ice Cream",,Ice Cream,,,,(480) 802-8742,http://www.froyonayogurt.com,cn212@abc.com,,Self Serve Frozen Yogurt,0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/frost-gilbert-77/,Frost,"2150 East Williams Field RoadGilbert, AZ 85295",,Ice Cream,,,,(480) 899-2160,http://frostgelato.com/phoenix.html,Contact@frostgelato.com,,"Frost creates the world?s finest gelato and sorbet. IT is delicious, and aesthetically beautiful, and is made fresh, every day. It also has a creative and decadent coffee and espresso menu, as well as several unique gelato creations. Frost imports all of its equipment and products from Italy, and our Master Gelato Chef, Nazario Melchionda, who is native to Italy, oversees production. Cancel the trip to Italy and come into Frost to sample the finest Italian gelatos and sorbets.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/froyona-yogurt-shop-chandler-7d/,FroYona Yogurt Shop,"4990 South Gilbert RoadChandler, AZ 85249",,Ice Cream,,,"MON-THURS: 12:00 AM-9:00 PM, FIR-SUN: 12:00 AM-10:00PM",480-802-8742,http://www.froyonayogurt.com,malwan719@yahoo.com,,Self Serve Frozen Yogurt,0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/gelato-64-chandler-58/,Gelato 64,"2095 North Dobson RoadChandler, AZ 85224",,Ice Cream,,,"SUN-THURS: 11:30 AM-10:00 PM, FRI-SAT: 11:30 AM-11:00 PM",(480) 776-6472,http://www.gelato64.com/,CN197@abc.com,,At Gelato 64 we make our gelato from scratch the way of the best artisans.  Our mission is to be the absolute best! We incorporate the techniques of the finest artisans and use the finest equipment and ingredients from around the world to offer our most discriminating customers a Great Gourmet Gelato experience!,0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/gelato-64-gilbert-9e/,Gelato 64,"3757 South Gilbert RoadGilbert, AZ 85295",,Ice Cream,,,"SUN-THURS: 11:30 AM-10:00 PM, FRI-SAT: 11:30 AM-11:00 PM",480-855-3228,http://www.gelato64.com/,CN198@abc.com,,At Gelato 64 we make our gelato from scratch the way of the best artisans.  Our mission is to be the absolute best! We incorporate the techniques of the finest artisans and use the finest equipment and ingredients from around the world to offer our most discriminating customers a Great Gourmet Gelato experience!,0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/kokomo-yogurt-chandler-55/,Kokomo Yogurt,"3125 South Alma School RoadChandler, AZ 85248",,Ice Cream,,,"MON-THU, SUN: 11:00 AM-10:00 PM, FRI-SAT: 11:00 AM-11:00 PM",(480) 786-4517,http://kokomoyogurt.com/,CN209@abc.com,,"Chandler's first self-serve frozen yogurt!
Swirl it, Top it, Weigh it! It's that simple. 
",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/kona-ice-chandler-ef/,Kona Ice,"At Your LocationChandler, AZ 85248",,Ice Cream,,,,480-717-7150,http://www.konaicechandler.com/9084144_87397.htm,CN205@abc.com,,"KONA ICE IS A UNIQUE, FAMILY ORIENTED MOBILE SHAVED ICE TRUCK THAT WOULD BE A WELCOMED ADDITION FOR ANY EVENT YOU MAY HAVE. WE GUARANTEE SMILES!!!",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/orange-leaf-frozen-yogurt-gilbert-54/,Orange Leaf Frozen Yogurt,"1435 East Warner RoadGilbert, AZ 85296",,Ice Cream,,,SUN-SAT: 11:00 AM-10:00 PM,480-539-3305,http://www.orangeleafyogurt.com,CN211@abc.com,,"Simply put, Orange Leaf is America?s Frozen Yogurt?. We believe that the average?American wants to make healthier decisions, but will most likely not make the healthier decision when given the choice between a rich and creamy traditional frozen dessert and an icy, bland frozen yogurt. At Orange Leaf, we provide you with decadent flavors reminiscent of your childhood trips to the local dessert shop as well as fruit-based flavors that will suit even the most health conscious individuals.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/orange-leaf-frozen-yogurt-chandler-2d/,Orange Leaf Frozen Yogurt,"2875 West Ray RoadChandler, AZ 85224",,Ice Cream,,,MON-SUN: 11:00 AM-11:00 PM,(480) 855-7688,http://www.orangeleafyogurt.com,CN210@abc.com,,"Simply put, Orange Leaf is America?s Frozen Yogurt?. We believe that the average?American wants to make healthier decisions, but will most likely not make the healthier decision when given the choice between a rich and creamy traditional frozen dessert and an icy, bland frozen yogurt. At Orange Leaf, we provide you with decadent flavors reminiscent of your childhood trips to the local dessert shop as well as fruit-based flavors that will suit even the most health conscious individuals.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/snowgurt-gilbert-7a/,Snowgurt,"4844 S Val Vista DrGilbert, AZ 85298",,Ice Cream,,,7 Days a week - 11:00 am - 10:00 pm,480-855-2911,http://www.snowgurt.com/Home.php,info@snowgurt.com,,"Our mission is to provide the highest quality service and yogurt anywhere in the valley. Family owned and run since 2012 Snowgurt strives to exceed your expectations on a daily basis.



Don't be fooled by other yogurt shops, make sure they are using real yogurt, not powders with water or ice cream base.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/swirl-it-self-serve-froyo-gilbert-5c/,Swirl It Self Serve Froyo,"1397 East Williams Field RoadGilbert, AZ 85295",,Ice Cream,,,"MON-THURS: 11:00 AM- 10:00 PM, FRI-SUN: 11:00 AM-10:00 PM",(480) 917-9475,http://www.swirlitfroyo.com/,info@swirlitfroyo.com,,"Hello and welcome to Swirl It, your friendly neighborhood soft serve frozen yogurt shop. Our motto is Flavorful Fun, and we incorporate Flavorful Fun into everything we do. We offer more combinations of delicious flavors and toppings, and our restaurant is designed with interactive elements for your enjoyment. Eating yogurt is just a part of the Swirl It experience.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/yollipop-chandler-8d/,Yollipop,"1065 W. Queen Creek RdChandler, AZ 85248",,Ice Cream,,,,480-478-0889,http://www.yollipop.net/index.html,info@yollipop.net,,"Being happy is also being healthly! So we've replaced all that sugar and empty colories of ""Lollipops"" with all the great health benefits of frozen yogurt that melts in your mouth.

 

We Know you will love the taste and fun as much as we do. We have growns from a tiny store with only 8 flavors to doubling that to 16 great tasting flavours! Now that's a win!

",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/ultimate-play-date-scottsdale-c1/,Ultimate Play Date,Outside on the Mall at Scottsdale' Â Âs Civic Center LibraryScottsdale 85255,,,,,,480.312.7050,http://www.scottsdalelibrary.org/ultimateplaydate,,, We will be at this years ULTIMATE PLAY DATE! Come and play some FREE Sportball games with us. ,4,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1428008011765967922.png
http://hulafrog.com/chandler-az/connect5family-center-of-chandler--c7/,Connect5Family Center of Chandler,"222 East Warner Road, AZ 85255","Arts, Dance, Learning, Music, Sports, Other",,,Party Places,Mon. - Sat.: 9:00 AM - 7:00 PM || Sunday: 12:00 PM - 5:00 PM,480-699-2122,http://www.Connect5FC.com,chandler@connect5fc.com,https://www.facebook.com/Connect5FamilyCentersOfChandler,"Welcome to the neighborhood!  Actually, there'ÂÂre five neighborhoods for you to explore.  Develop the mind and body by stepping through the gates and onto the mats as you begin your journey in Villari'ÂÂs Martial Arts.  Children can run jump, play and learn in Discovery Park.  Families can enjoy a delicious meal in Kicks Cafe.  Register for a Mind and Motion workshop and explore music, dance, fitness, stress management, arts and crafts, and more.  Plan a Spotlight Celebrations for your special event, or celebrate with friends by choosing one of our Adventure Birthday Packages.

We serve as a true center; a hub that brings together family, friends, students, educators, and community.  It'ÂÂs all about connection.  It'ÂÂs about families learning and playing together and friends celebrating each other'ÂÂs special moments.  It'ÂÂs about reinforcing educator'ÂÂs efforts to provide 21st century learning opportunities for students by providing tools and programs that help them succeed at home and in school. You'ÂÂll also see us out in the community supporting local events, groups, and   charities.     
",9,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/let-s-play-music-with-kendra-flake-mesa-apache-junction-ca/,Let's Play Music with Kendra Flake,"10649 E. Bramble Ave.Mesa, Apache Junction, AZ 85208",Music,,,,"Classes are scheduled at various times Monday - Friday, 9:00 - 6:00. Please see my schedules page.",480-577-7104,http://www.letsplaymusicsite.com,misskendrasmusic@gmail.com,,"Group music lessons for children that emphasize total musicianship through piano playing, singing, classical music, note reading, and ear training. The Mom and Me classes provide excellent music training designed for 2-4 year-olds and their parents. The school-age curriculum is a 3-year program designed for children entering the program at age 4-5. By the time your child graduates from the program at age 7-8, they will have many skills to help them soar in any music lessons of choice. They will be playing the piano with two hands, singing in harmony, and will have the skills to write her/his own music!",2,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Music.jpg
http://hulafrog.com/chandler-az/jason-s-deli-chandler-f6/,Jason's Deli,"3491 Frye RoadChandler, AZ 85226",,"Restaurants, Other",,,DAILY: 8:00 AM-10:00 PM,480-812-2894,http://www.jasonsdeli.com/restaurants/az/chandler/chandler-tempe-deli,CN228@abc.com,,"The Chandler deli in Chandler, AZ welcomes you to come by 3491 W Frye Rd to try our healthy, fresh deli food. Voted one of the ten best restaurants in America by Parents Magazine, Jason's Deli locations like our Chandler deli offer savory sandwiches and crisp salads to people looking for quick, quality meals with no high fructose corn syrup, no trans fats and no MSG",1,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Kid-Friendly-Restaurants.jpg
http://hulafrog.com/chandler-az/apple-dumpling-cafe-and-creative-ice-cream--53/,Apple Dumpling Cafe and Creative Ice Cream,"3076 E Chandler Heights Rd, AZ 85298",,"Ice Cream, Restaurants",,,Mon. - Thurs.: 7:30 AM - 8:00 PM || Friday: 7:30 AM - 9:00 PM || Saturday: 7:30 AM - 9:00 PM || Sunday: 7:30 AM - 2:00 PM,(480) 279-3879,http://appledumplingcafe.com,,https://www.facebook.com/appledumplingcafe?fref=ts,"Look for our MENU under our photo albums, prices may vary to in-store menu",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
http://hulafrog.com/chandler-az/benihana-chandler-52/,Benihana,"3025 West Chandler BoulevardChandler, AZ 85226",,Restaurants,,,"MON-THURS: 11:30 AM-2:30 PM/5:00 PM-10:00 PM, FRI: 11:30 AM-2:30 PM/5:00 PM-10:30 PM, SAT: 12:00 PM-3:00 PM/3:00 PM-10:30 PM, SUN: 12:00 PM-3:00 PM/3:00 PM-9:30 PM",480-812-4701,http://www.benihana.com,CN218@abc.com,,"Welcome to Benihana. Prepare for a dining experience unlike any other. Watch as your personal chef performs the ancient art of Teppanyaki, preparing a meal that will dazzle your eyes as well as your taste buds. Listen as razor-sharp blades slice and dice through tender steak and juicy chicken. Take in the aroma as savory vegetables, shrimp and lobster sizzle before your eyes.

",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Kid-Friendly-Restaurants.jpg
http://hulafrog.com/chandler-az/bj-s-restaurant-and-brewhouse-chandler-0c/,BJ's Restaurant and Brewhouse,"3155 West Chandler BoulevardChandler, AZ 85226",,Restaurants,,,"MON-THURS: 11:00 AM-12:00 AM, FRI-SAT: 11:00 AM-1:00 AM, SUN: 11:00 AM-11:00 PM",480-917-0631,http://www.bjsbrewhouse.com/,bjs422@bjsrestaurant.com,,"BJ?s wants to be the very definition of ?WOW!? for you and your family every time you experience our high-energy, kid-friendly restaurants. We?ve committed to being the best, serving high-quality food and beverages in a fun setting that you?ll want to come back to again and again.
",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Kid-Friendly-Restaurants.jpg
http://hulafrog.com/chandler-az/brunchies-chandler-31/,Brunchies,"17 East Boston StreetChandler, AZ 85225",,Restaurants,,,Daily: 6:00 AM-2:00 PM,(480) 899-5036,http://www.serranosaz.com/BrunchiesMain.html,corporatemail@serranosaz.com,,"American and Mexican home-cooked style breakfast and lunch
",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Kid-Friendly-Restaurants.jpg
http://hulafrog.com/chandler-az/carrabbas-chandler-49/,Carrabbas,"1060 North 54th StreetChandler, AZ 85226",,Restaurants,,,"MON-THURS: 4:00 PM-10:00 PM, FRI: 4:00 PM-11:00 PM, SAT: 11:30 AM-11:00 PM, SUN: 11:30 AM-9:00 PM",(480) 785-8586,http://www.carrabbas.com/,ca5303@carrabas.com,,"Carrabba's in Chandler/N. 54th St offers flavorful, handmade Italian dishes prepared to order in a lively exhibition kitchen. Guests enjoy Carrabba family recipes handed down for generations including crispy calamari, homemade lasagne and a variety of fresh fish, seafood and meats cooked over our wood-fired grill.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Kid-Friendly-Restaurants.jpg
http://hulafrog.com/chandler-az/charleston-s-restaurant-chandler-9e/,Charleston's Restaurant,"1040 North 54th StreetChandler, AZ 85224",,Restaurants,,,"MON-THURS: 11:00 AM-10:00 PM, FRI-SAT: 11:00 AM-11:00 PM, SUN: 11:00 AM-9:00 PM",480-961-9012,http://charlestons.ehsrg.com/?q=locations/charlestons/charlestons-chandler,CN217@abc.com,,"Charleston?s is a casual, upbeat restaurant with a modestly priced menu featuring traditional American classics prepared from scratch daily. The atmosphere is warm, cozy, and inviting utilizing dark woods and gas lighting to create a handsome, casual and comfortable d?cor. Charleston?s focuses on providing its guests with excellent price value and selecting the highest quality ingredients. 

",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Kid-Friendly-Restaurants.jpg
http://hulafrog.com/chandler-az/charleston-s-restaurant--12/,Charleston's Restaurant,",Eats and Treats:  Restaurants",,Restaurants,,,,(480) 961-9012,http://charlestons.ehsrg.com/?q=locations/charlestons/charlestons-chandler,cn217@abc.com,,"Charleston?s is a casual, upbeat restaurant with a modestly priced menu featuring traditional American classics prepared from scratch daily. The atmosphere is warm, cozy, and inviting utilizing dark woods and gas lighting to create a handsome, casual and comfortable d_cor. Charleston?s focuses on providing its guests with excellent price value and selecting the highest quality ingredients.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Kid-Friendly-Restaurants.jpg
http://hulafrog.com/chandler-az/cheesecake-factory-chandler-29/,Cheesecake Factory,"3111 West Chandler BoulevardChandler, AZ 85226",,Restaurants,,,"MON-THURS: 11:00 AM-11:00 PM, FRI-SAT: 11:00 AM-12:00 Am, SUN: 10:00 AM-10:00 PM",480-792-1300,http://www.thecheesecakefactory.com/,CN244@abc.com,,"Enjoy our high-energy atmosphere seven days a week. We offer Late Night Dining, Sunday Brunch and a Full Bar featuring an extensive menu of handcrafted cocktails. Many of our restaurants also offer Curbside To-Go.  And we're pleased to have recently introduced our exciting new Catering Menu allowing you to bring The Cheesecake Factory dining experience to your home, office, or special event.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Kid-Friendly-Restaurants.jpg
http://hulafrog.com/chandler-az/chick-fil-a-chandler-4b/,Chick-fil-A,"2900 East Germann RoadChandler, AZ 85286",,Restaurants,,,"MON-SAT: 6:00 AM-10:00 PM, Closed Sundays",(480) 812-1988,http://www.cfarestaurant.com/crossroadstownecenter/home,mkt1693@yahoo.com,,"Welcome!? With this site, we hope you will view our upcoming events, explore our menu and sign up for our mailing list. My team and I are committed to providing you with great food, friendly customer service and a comfortable dining experience.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Kid-Friendly-Restaurants.jpg
http://hulafrog.com/chandler-az/chompies-chandler-b4/,Chompies,"3481 West Frye RoadChandler, AZ 85226",,"Bagel, Bakeries, Restaurants",,,MON-SUN: 6:00 AM-9:00 PM,(480) 398-3008,http://www.chompies.com/,CN193@abc.com,,"At Chompie's, Arizona's New York Deli, Restaurant, Bagels, Bakery and Catering since 1979, you'll enjoy the ultimate in East Coast tradition right here in the Valley of the Sun.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Bagel-Stores.jpg
http://hulafrog.com/chandler-az/el-palacio-chandler-73/,El Palacio,"2950 East Germann RoadChandler, AZ 85249",,Restaurants,,,"SUN-THURS: 11:00 AM-9:00 PM, FRI-SAT: 11:00 AM-10:00 PM",(480) 802-5770,http://www.elpalacioofchandler.com/,info@elpalacioofchandler.com,,"It all began in 1982 with El Palacio of Bullhead City, Arizona where thanks to our loyal customers, friends, and employees we were able to achieve a reputation of quality food and excellent service.

",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Kid-Friendly-Restaurants.jpg
http://hulafrog.com/chandler-az/elephant-bar-chandler-d1/,Elephant Bar,"3405 West Chandler BoulevardChandler, AZ 85226",,Restaurants,,,"SUN-THURS: 11:00 AM-10:00 PM, FRI-SAT: 11:00 AM-11:00 PM",(480) 899-8088,http://www.elephantbar.com/Default.aspx,CN250@abc.com,,"Official Elephant Bar Page. Asian, European & American cooking techniques, emphasizing wood-fired grilling & wok cooking. The result is a menu of bold global fusion flavors. 30 entr?es under $10.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Kid-Friendly-Restaurants.jpg
http://hulafrog.com/chandler-az/famous-daves-bbq-gilbert-d1/,Famous Daves BBQ,"2206 East Williams Field RoadGilbert, AZ 85296",,Restaurants,,,OPEN DAILY: Lunch and Dinner,480-722-2781,http://www.famousdaves.com/,CN252@abc.com,,"Stop in, or grab a load to go! Either way you'll enjoy the most succulent meats, savory seasonings and lipsmackin? sauces around.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Kid-Friendly-Restaurants.jpg
http://hulafrog.com/chandler-az/fat-willy-s-family-sports-grill-chandler-38/,Fat Willy's Family Sports Grill,"4850 S. Gilbert RoadChandler, AZ 85249",,Restaurants,,,,480-883-1356,http://www.fatwillysaz.com/,kyle@fatwillysaz.com,,"It's a casually cool neighborhood restaurant & bar that is a

familiar place to get together and watch the game. It's a

place where everyone is MVP. It?s a place that features a

warm, upbeat surrounding, high definition plasma televisions

and a local flair, making it a favorite gathering place for

family and friends.   It's a place where a kid can be a kid;

and the parents can too!  Eat local and drink local at the East Valley's 

newest family gathering place before and after the game.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Kid-Friendly-Restaurants.jpg
http://hulafrog.com/chandler-az/flancer-s-cafe-gilbert-31/,Flancer's Cafe,"610 North Gilbert RoadGilbert, AZ 85234",,Restaurants,,,MON-MON: 10:30 AM-9:00 PM,480-926-9077,http://flancers.com/default.asp,jeff@flancers.com,,"Try Flancer's incredible sandwiches & pizza, specialty appetizers, desserts, beer & wine. Don't miss our gluten free menu or holiday specials. Let us cater your next event. Serving Gilbert since 2000. - ",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Kid-Friendly-Restaurants.jpg
http://hulafrog.com/chandler-az/franciscos-brick-pizza-and-pitas-gilbert-47/,Franciscos Brick Pizza and Pitas,"3765 South Gilbert RoadGilbert, AZ 85296",,"Restaurants, Pizza",,,,480-855-4448,http://www.bestpizzapita.com/index.html,CN245@abc.com,,The Best Brick Pizza & Pita In Gilbert and Chandler!,0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Kid-Friendly-Restaurants.jpg
http://hulafrog.com/chandler-az/freddy-s-frozen-custard-and-steak-burgers-chandler-d0/,Freddy's Frozen Custard and Steak Burgers,"3476 West Frye RoadChandler, AZ 85226",,"Ice Cream, Restaurants",,,,480-857-8815,http://freddysusa.com/default.aspx,CN253@abc.com,,"Enjoying great food without a long wait doesn?t mean your meal has to be cooked before you order it. From sandwiches to sundaes, Freddy?s makes food fresh after you ask for it because that?s the kind of quality you deserve. Take a moment to catch up with friends and family, it?s almost time to eat. ",0,http://hulafrog.com/hulastock/subcat/Default-Image-Eats-and-Treats-Ice-Cream.jpg
