URL,Title,Categories,Address,Phone,Website,Description,Image URL
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Little-Kickers/listing/26004/,Little Kickers,Sports,"47 Leuty Ave, Toronto, ON  M4E 2R2",,http://www.littlekickers.ca,"At Little Kickers the focus is very much on fun – an international network of informal yet professionally run soccer classes where enthusiastic boys & girls (18 months – 7th birthday) are given a head start in sport. Our Little Kickers learn the basic skills of soccer through creative games while building their confidence, coordination, control and social skills.  Locations: Ajax, Beaches, Danforth, Etobicoke, Guelph, Niagara Region, Oakville, Oshawa, Pickering, Port Perry, Richmond Hill, Toronto, Uxbridge, Vaughan, Whitby. Sign Up: Our classes run throughout the year with a rolling enrolment process. This means that you can sign up and start at any time. Classes are run indoors through most of the year but often are offered outdoors during the warmer months. Please visit the Sign Up page on our website to find the location nearest you! Franchising: Little Kickers have exciting franchising opportunities in new and existing locations across Canada. If you think you fit the profile of a Little Kickers franchisee and would like more information please visit the Franchising section of our website. Educators: Little Kickers also offer school programs for Pre-schools, Montessori’s and for JK/SK in Elementary Schools. If you would like to book Little Kickers to run an activity program please contact us at the number listed above.Head office: 47 Leuty Ave, Toronto, M4E 2R2Venues: All over the GTA, Niagara and Guelph905-903-5437 (Hotline)",http://www.toronto4kids.com/images/cache/cache_b/cache_4/cache_4/little-kickers-logo-8008344b.jpeg?ver=1415399351&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Little-Voices-Dancing-Feet-Kew-Park/listing/27823/,Little Voices - Dancing Feet (Kew Park),"Mom & Tot Programs, Play & Music","79 Hiawatha Rd, Kew Park Montessori Day School, Toronto, ON  M4L 2X7",416-461-9989,http://www.littlevoices.ca,"Little Voices Dancing Feet offers music classes for Babies, Toddlers and Young Children (0-8 years). Interactive, educational, age-appropriate, and FUN! Jodie has been sharing the joy of discovering music with young children for over 25 years. Choose from 3 Toronto Beach and Leslieville locations. LOCATIONS: ST. JOHN’S NORWAY CHURCH470 Woodbine Ave FITNESS WORKS FOR WOMEN2171 Queen St E KEW PARK MONTESSORI DAY SCHOOL79 Hiawatha Rd CLASSES: Classes are once a week for 40 minutes, and limited to 12 children. They are grouped together by birth year, and moved to the next age group each September, with the exception of combined age group classes (“First Adventures In Dance”, “Family Music”, “Rhythmatics”, and “Kodorff”). Classes evolve and progress with each individual group. The material changes every year, and although the objectives may be the same, no two terms are ever alike! All classes are taught exclusively by Jodie. For a detailed list and description of 2014 Classes, CLICK HERE.",http://www.toronto4kids.com/images/cache/cache_1/cache_1/cache_c/little-voices-dances-feet-e40d4c11.jpeg?ver=1415540907&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Little-Voices-Dancing-Feet-Queen/listing/27819/,Little Voices - Dancing Feet (Queen),"Mom & Tot Programs, Play & Music","2171 Queen St East, Fitness Works for Women, Toronto, ON  M4E 1E5",416-461-9989,http://www.littlevoices.ca,"Little Voices Dancing Feet offers music classes for Babies, Toddlers and Young Children (0-8 years). Interactive, educational, age-appropriate, and FUN! Jodie has been sharing the joy of discovering music with young children for over 25 years. Choose from 3 Toronto Beach and Leslieville locations. LOCATIONS: ST. JOHN’S NORWAY CHURCH470 Woodbine Ave FITNESS WORKS FOR WOMEN2171 Queen St E KEW PARK MONTESSORI DAY SCHOOL79 Hiawatha Rd CLASSES: Classes are once a week for 40 minutes, and limited to 12 children. They are grouped together by birth year, and moved to the next age group each September, with the exception of combined age group classes (“First Adventures In Dance”, “Family Music”, “Rhythmatics”, and “Kodorff”). Classes evolve and progress with each individual group. The material changes every year, and although the objectives may be the same, no two terms are ever alike! All classes are taught exclusively by Jodie. For a detailed list and description of 2014 Classes, CLICK HERE.",http://www.toronto4kids.com/images/cache/cache_4/cache_8/cache_7/little-voices-dances-feet-a0a04784.jpeg?ver=1415410264&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Little-Voices-Dancing-Feet-Woodbine/listing/27315/,Little Voices - Dancing Feet (Woodbine),"Mom & Tot Programs, Play & Music","470 Woodbine Ave, St. John’s Norway Church, Toronto, ON  M4E 2H6",416-461-9989,http://www.littlevoices.ca,"Little Voices Dancing Feet offers music classes for Babies, Toddlers and Young Children (0-8 years). Interactive, educational, age-appropriate, and FUN! Jodie has been sharing the joy of discovering music with young children for over 25 years. Choose from 3 Toronto Beach and Leslieville locations. LOCATIONS: ST. JOHN’S NORWAY CHURCH470 Woodbine Ave FITNESS WORKS FOR WOMEN2171 Queen St E KEW PARK MONTESSORI DAY SCHOOL79 Hiawatha Rd CLASSES: Classes are once a week for 40 minutes, and limited to 12 children. They are grouped together by birth year, and moved to the next age group each September, with the exception of combined age group classes (“First Adventures In Dance”, “Family Music”, “Rhythmatics”, and “Kodorff”). Classes evolve and progress with each individual group. The material changes every year, and although the objectives may be the same, no two terms are ever alike! All classes are taught exclusively by Jodie. For a detailed list and description of 2014 Classes, CLICK HERE.",http://www.toronto4kids.com/images/cache/cache_9/cache_2/cache_5/little-voices-dances-feet-2be9c529.jpeg?ver=1415553477&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/LMJ-Music/listing/27879/,LMJ Music,"Mom & Tot Programs, Play & Music","86 Hollis Avenue, Scarborough, ON  M1N 2C7",416-419-5332,http://www.lmjmusic.com,"L.M.J. Music is the music school founded by Lisa M. Jones. CLASSESWe offer Toddler (ages 18 months – 30 months) and Orff Music Classes for Children as well as Private Piano and Guitar lessons. Everyone should have the chance to experience the joy in music-making! We emphasize the fundamentals of Music as well as encourage Exploration and Creativity! Music experiences are vital to the day-to-day development of every child. L.M.J. Music provides a comfortable and natural learning environment.Yes there is a trampoline in the music studio!And hoops, scarves and balls. All used to aid in the development of basic musicianship skills: Time, Space and Energy.  Feeling, Moving and Seeing. Experiencing and exploring music in the whole body (before attempting it with fine motor skills) provides a fun and fundamental ability needed in all musicians. Making Music Enhances: • Self-confidence and esteem• Self-expression• Goal Setting• Gross and Fine Motor Coordination• Memory Skills• Concentration• Teamwork• Self-Discipline• Responsibility• A connection of Effort and Success• Understanding other Cultures• Communications• Language Skills• Time Management• Problem Solving• Quality of Life Visit our website for our Class schedule.",http://www.toronto4kids.com/images/cache/cache_0/cache_3/cache_a/l-m-j-music-logo-23091a30.jpeg?ver=1415573871&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Lullababy-New-Parent-Support-and-Infant-Care/listing/28461/,Lullababy: New Parent Support and Infant Care,"Early Learning, Massage, Parent Support, Sleep Consultants","Serving the Toronto Area, ON",416-951-8846,http://www.lullababy.net,"Lullababy: New Parent Support and Infant Care provides professional, convenient and engaging home-based support that is tailored to your family’s needs.We believe parents know their child best and are the experts within their family’s life. We want to help guide you on your journey through the first twelve months of your baby’s life.Lullababy Offers:Parent Relief (newborn – 6 months)In-home care of your infant while you relax, unwind and recharge.You can customize a schedule to suit your needs. We offer up to 3 shifts per week, 3 or 4 hours in length.Includes a complimentary interview prior to service.Infant Development Support (newborn – 1 year)Consultation on a wide range of parenting and child development topics (e.g. sleeping, feeding, establishing a routine, crying, developmental milestones, etc.)Each Support package includes:• An initial assessment of your goals/ needs• Direct support (in-home or over the phone) with written recommendations• A follow-up (in-home or over the phone) at your convenienceInfant Massage (newborn – 1 year)Infant massage is a fantastic way to bond with your baby, reduce stress levels and help you (and your baby) relax!Our Infant Massage course consists of 5 classes that meet once a week. Each week we will focus on a different part of the body, gradually building the number of strokes over the 5 weeks. Other topics that will be covered in the course include: the ideal conditions for a massage, a routine for gas/ colic, responding to your baby’s cues, and much more! Classes are between 60 to 90 minutes each. Individual family or group options are available. ",http://www.toronto4kids.com/images/cache/cache_3/cache_f/cache_6/lullababy-parent-support-lo-3bf996f3.jpeg?ver=1434978933&aspectratio=3.448275862069
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Light-Up-The-Floor/listing/26697/,Light Up The FloorMore Directories			Upgrade Your Listing,"Dance, Mom & Tot Programs, Mom Fitness & Yoga","80 Advance Rd, Etobicoke, ON  M8Z 2T7",416-234-5074,,"We are a Dance Fit Studio! Programs: ZUMBA GOLD (Mom & Baby), ZUMBINI (adults and their little ones 0 to 3 years), ZUMBATOMIC (for kids ages 4 -12 set to hip-hop, salsa, reggaeton & more! We also offer Summer Camps and Kids' Birthday Parties.",
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Little-Music/listing/28217/,Little MusicMore Directories			Upgrade Your Listing,"Mom & Tot Programs, Play & Music","1273 Queen Street West, Parkdale Prana Room, Toronto, ON  M6K 1L6",416-432-5029,,We offer Group Music Classes (Suzuki Method) for Children Ages 0-3.  ,
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Lovenotes-School-of-Music/listing/27764/,Lovenotes School of MusicMore Directories			Upgrade Your Listing,"Mom & Tot Programs, Play & Music","377 Jones Avenue, Toronto, ON  M4J 3G5",647-234-9893,,Creating solid musical foundations for young people in a nurturing environment. Group music classes for babies and toddlers.,
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Mess-for-Fun-Indoor-Playland-Ceramic/listing/26996/,Mess for Fun Indoor Playland & Ceramic,"Baby Showers, Kinderart, Mom & Tot Programs, Mom Groups","73 Alness Street, Unit # 3, Toronto, ON  M3J 2H2",416-736-7101,http://www.messforfun.com,"Mess for Fun is Toronto’s PREMIER indoor kids playground & birthday party centre with one of a kind ceramic and art studio. We offer a safe, spacious, peanut free, environment with a designated play area and ceramic studio to host events and birthday parties.While the kids play, the adults can sit back and relax or play along with the children. Lot of free parking space; Complimentary coffee, tea; WIFI. Check our calendar for upcoming fun events during the year! Walk-ins are welcome, however it is our request to kindly call ahead before coming.OUR SERVICES:BIRTHDAYS AND PARTIESWe offer variety of unique combination PRIVATE PARTIES with or without playground. You have option to just plan a playground party or add activities like Ceramic painting or Canvas painting or T-shirt making or Animal Show, Cupcake decorating or a Musical show party. We host Bar/Bat Mitzvah, baby Showers, Bridal showers and Birthday Parties. Give us a call at 416-736-7101 for a free consultation and we will help you to plan the entire event within your budget. We'll make it memorable!BRING YOUR OWN FOOD OR ORDER OUR FOOD PACKAGE.Clowns, Magicians, Characters, Face painting, DJ’s, Loot-bags, and Photographers are also available.All our packages will include: Full set-up of cutlery, plates, napkins, cups for kids; Coffee and Tea for adults (incl. milk, cups and sugar), Beautiful invitation cards; FREE playpass for every child in the party (worth $8 value); costume closet; one host to help you; 15 minutes before party to set up and 15 minutes after party to wrap up; Best customer service and more. For complete details and pricing, please visit our website or call us at 417-736-7101.CERAMIC PAINTING & ART STUDIOMess for Fun’s ceramic and art studio is open to people of all ages. Our ceramic & art studio is a great way to get your creative juices flowing! No experience is needed to create your own ceramic masterpiece or canvas using the many resources we have available - $15 and up (includes studio time, ceramic piece, paint and glaze). Walk-ins are welcome; please note our ceramic paints are non-toxic and dinnerware safe. They are washable and comes off from clothes and hands easily.INDOOR PLAYGROUNDBring your kids to our fancy jungle theme play area on a holiday or a PA day where they can jump on Bouncy Castle or play in doll house or hide in tunnel or dress up in costume and pose for pictures. We have it all to entertain them and keep them busy while you relax and enjoy your coffee or FREE WIFI. Walk-ins are welcome – $8 and up.MOM & TOT PROGRAMSEvery Tuesday and Thursday Messforfun offers MOM & TOT PLAY & LEARN PROGRAM. Play combine with fun activities such as crafts, ceramics, arts and more. Sign up and join the group.GIRLS NIGHT OUTHas the hustle and bustle of Motherhood, worn you out? Need a little pause in all its craziness? Come and paint your troubles away at Messforfun! Each stroke of the brush is a calming, breath to your soul. Good music, great friends, a wonderful time! Ladies Night/Girls night is held every FIRST FRIDAY. Bring your favorite bottle of wine, and we’ll supply the snacks for you to enjoy while you paint your chosen piece of pottery. Prices start at $15.00 and up and includes ceramic paint, brushes, instruction and firing.  6 p.m – 9 p.m. - BOOK TODAY - Call 416-736-7101.HOLIDAY CAMPSWhen school's out, Mess for fun is the place to be! With our Summer Break, Winter Break, March Break, and Passover Break Camps, we are sure to keep your kids active and entertained all week long. Daily activities include: crafts, ceramics, magic, science, cooking, organized games and of course lots and lots of fun! Campers range in age from 5-12 years old.  UPCOMING CAMPS: Mess for fun an Indoor Playground & Art Studio offers a fun filled action packed Summer Camp for kids from 4 to 12.So what does a typical day at a messforfun camp look like?The day begins by getting to know each of the children and helping them get to know each other with our team building activities. For each camp we choose a unique theme to spark discussion and lead the day of learning and play! After a morning of thinking, questioning and learning we head outdoors to one of the beautiful green spaces in our neighbourhood. A break for lunch, then we kick off the afternoon with ‘Messforfun Planned Activities’ where the kids put their imaginations to work with a hands on project.We offer aftercare from 4pm-6pm for those parents that need it, but regardless of the time your child is picked up, they will leave Messforfun with new friends, new ideas and a smile on their face!WE COME TO YOU:We bring Ceramics to your facility – Schools, Daycares, Retirement homes, Camps or other large groups can take advantage of us bringing our ceramic studio to your facility. Special pricing for large groups; Call us at 416-736-7101 to check availability and hold the spot today!Friday Night Kids Party at Mess for Fun Paint and play party are on Friday nights from 4:30 to 6:30. Call to inquire!Media Classes Watch as your child creates their very own feature film, Animation star or Comic book, we teach it all in our Media classes .Painting ClassesLet your creative juices flow. Let us teach your kids to paint ceramics effectively using a variety of techniques and styles. All materials, paints and ceramic pieces included.We also offer Evenings and Weekends programs for moms and parents. Please visit our website for more details.",http://www.toronto4kids.com/images/cache/cache_4/cache_9/cache_a/mess-for-fun-logo-1cfb8a94.jpeg?ver=1415418353&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Movies-For-Mommies/listing/26125/,Movies For Mommies,Movies for Moms,"Various Locations in the GTA, ON",905-707-8866,http://www.moviesformommies.com,"Movies For Mommies is a Baby Friendly environment for parents (Moms And Dads) to enjoy a grown up movie with reduced film sound, bottle warming, stroller parking, and change tables on site. A great way to meet other new parents.Admission includes all access to baby-friendly services, change tables, diapers & wipes, bottle warming and other promotional items. All locations have ample parking around the theatre or are conveniently located near public transit stops.Launched in June of 2001 in mid-town Toronto, Movies For Mommies was the first event of its kind to offer grown up entertainment in a Baby- Friendly environment.Now in it’s 9th year, MFM has expanded across the country to major cities including: Montreal, Ottawa, Toronto, London, Waterloo, Edmonton area, Regina, Saskatoon and Vancouver.Visit our website for Ontario locations!",http://www.toronto4kids.com/images/cache/cache_2/cache_f/cache_1/movies-for-mommies-ec1411f2.jpeg?ver=1415426029&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/My-Artlab/listing/28058/,My Artlab,"Kinderart, Mom & Tot Programs","66 Lewis Street, Toronto, ON  M4M 2H3",416-778-9067,http://www.myartlab.ca,"My Artlab is all about playing and making art. We play while pretending that the studio is a train station, or an ocean, or a mountain, or a jungle. Sometimes it is an ice rink, a bus, an airplane, or a royal palace. Other times it is a zoo, a circus, a desert, a field, an olympic stadium. What will it become next? Anything, but foremost a happy place where imagination rules. Let’s begin with a dream!ART & FRENCH CLASSESEach class goes one step deeper into the never-ending world of creative possibilities to keep your child motivated and engaged. Throughout this journey, the children are challenged to work with a wide range of materials and techniques, both indoors and outdoors, while working in groups and often on small performances. The classes are designed to grow students’ motor skills, communication, problem-solving, confidence and self expression.Caterpillar Lab - 6-18m monthsEvery class babies and caregivers touch, feel, play with, move through and enjoy a new set up in the studio. We will use music and songs to animate them and pictures, shapes and textures to create and invent new ways to play and bond.Lilliput Lab – 18 months to 3 yearsEach class offers a playful experience and a new discovery for children and their caregivers. Together they explore materials and objects through painting, printing, drawing and building. Music and movement further engage them to interact with their creations and turn them into magical toys that capture their imagination.Wonder Lab - 3 to 5 yearsEach class explores an element of a theme in progress. The work involves drawing, painting, printing, building, small performances, installations.Treasure Lab - 5-12 yearsKids draw, paint, make collages and learn how to turn their 2 dimensional works into 3 dimensional creations to use in small performances and installations.FrenchThis is an upbeat and lively introduction to French through songs, pictures, games and small presentations. The class is geared towards kids starting JK.For a complete description of classes and themes, please visit our website.BIRTHDAY PARTIESBirthdays/PrivateCelebrate your child’s’ birthday party or book a private class for you or your group at My Artlab. A theme of your choice is a starting point for a class or project your kids will love to do. Refreshments are your responsibility and may be served in the last 15-30min of the party.  Each child will create an original artwork based on the theme of your choice to take home. For birthday party package pricing, please visit our website.CAMPSMy Artlab offers seasonal Camps during the Summer, Winter Break and March Break.Our camps offer kids opportunity to make art inside and outside, have yoga and dance breaks, climb on our rock climbing wall and make a final presentation for their parents.For camp info, please contact us for complete details! ",http://www.toronto4kids.com/images/cache/cache_2/cache_3/cache_1/my-art-lab-logo-31fc5132.jpeg?ver=1415437303&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Magic-Languages/listing/28280/,Magic Languages,Mom & Tot Programs,"Servicing the Greater Toronto Area, ON",647-766-2363,http://www.magic-languages.com,"Make use of the potential of your children’s learning!Magic Languages is a educational project we created to teach efficiently a language (Spanish and French) for kids and babies of age 1 to 12. We give the lessons by integrating them in amazing activities, games, and original songs but with a specific methodology to learn the language.We create a happy and immersive environment, where kids and babies will learn the new language, unaware of making any effort to do so. Our methodology will make use of the natural process of language acquisition by your children. In our active classes, students magically learn the language.OUR COURSESWe offers 4 levels for kids between 12 months and 12 years old.- No minimum level required.- Groups of maximum 4-6 students.- We provide all necessary tools for practice at home.- In the best environment where children and babies learn a new language unconsciously.-With the activities specific for each age group.Courses start every week. We offer also private lessons.Duration of the courses: 10 weeks.Mom & Tot ProgramsWe also offer mom & tot classes at our various locations. Please contact us for more details!Classes are currently being offered at:• EMMANUEL-HOWARD PARK UNITED CHURCH - located at 214 Wright Avenue, Toronto (Roncesvalles)• BALAFANT BOUTIK, located at 1360 Bathurst St. (very close to St. Clair Ave W).• ADVICE FROM A CATERPILLAR (Rosedale).• RED FISH BLUE FISH CREATIVE CAFE, located at 73, • Harbord St. (Harbord St. – Spadina St.).• ARTSCAPE YOUNGPLACE, located at 180 Shaw Street (Trinity Bellwoods Park)• SWANSEA TOWN HALL, located at 95 Lavinia Ave. (High Park)• SILLY GOOSE KIDS, located at 2054 Danforth Ave.• THE DALTON SCHOOL, located at 1585 Yonge Street, Toronto, ON, M4T 1Z9• RICHMOND HILL PUBLIC LIBRARY, located at Atkinson Street, Richmond Hill, ON L4C 0H5We are opening new locations in Toronto, please contact us for other schedules at 647-766-2363 or info@magic-languages.comContact us or visit our website for more information.",http://www.toronto4kids.com/images/cache/cache_d/cache_b/cache_0/magic-languages-logo-d57d20bd.jpeg?ver=1425570298&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/MamaDances/listing/27190/,MamaDances,"Dance, Mom & Tot Programs, Play & Music","Serving the Toronto Area, ON",888-687-9796,http://www.mamadances.com,"MamaDances is a family dance program dedicated to promoting the holistic health of parents, children, families and communities through music and movement. MamaDances enhances parent-child bonding and forges social connections through an active, playful, creative and celebratory experience.Created by dance artist, choreographer and Juilliard graduate Eryn Dace Trudell, MamaDances blends varied approaches to movement, dance, and wellness. Classes include Pre-natal Dance, Mom and Baby Dance, as well as Parent and Toddler Dance. Fathers and guardians are also welcome, and no previous dance experience is required.Here are some of the many benefits:• Bond with your child in a unique way• Get out of the house and have fun• Meet other parents • Share music and movement with your child• Experience a gentle yet invigorating work-out• Enhance focus, awareness, physicality and creativityMamaDances is now expanding to Toronto. Join our classes and discover the joy of dancing with your child in community!For more schedules and locations in the Toronto area, please visit our website.",http://www.toronto4kids.com/images/cache/cache_7/cache_a/cache_9/mama-dances-logo-8e2fa9a7.jpeg?ver=1415389948&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Musical-Munchkins/listing/25926/,Musical Munchkins,"Mom & Tot Programs, Play & Music","361 Danforth Avenue, St. Barnabas Church, Toronto, ON  M4K 1P1",416-419-4742,http://www.musicalmunchkins.ca,"Music is important to your child's learning and development. Songs, rhymes and lullabies are word toys, fantastic training for your child's memory, communication and language skills. Music is also known to nurture emotional, social and intellectual growth in children.Musical Munchkins provides an exciting opportunity for you and your child to enjoy the benefits that music can bring.Children and caregivers participate in a fun and stimulating musical environment. Musical activites include songs with musical movement, tickling hand, finger and toe play with rhymes, musical puppets and props, dancing with caregiver, age appropriate musical instruments, stories and more. Ages from birth to 5 years old. Musical Munchkins is also available for birthday parties, daycares, camps, private programs and special events.Program Location:St. Barnabas Anglican Church361 Danforth Ave.Toronto, ON M4K 1P1For more detailed information on our programs, please visit our website.",http://www.toronto4kids.com/images/cache/cache_5/cache_c/cache_a/musical-munchkins-91dd2ac5.jpeg?ver=1415560608&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Mini-Circuit-Wheels-for-Kids/listing/27911/,Mini Circuit Wheels for KidsMore Directories			Upgrade Your Listing,"Baby Furniture, Baby Gear, Toys","747 The Queensway (at Royal York), Toronto, ON  M8Z 1M8",416-240-1988,,"Since 1982, Mini Circuit Wheels for Kids! has been selling, servicing and renting battery powered ride on bikes and cars for kids. Now we offer strollers, high chairs, tricycles, scooters, plush toys, and dolls!",
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Music-Circles-Voice-and-Piano-Lessons-with-ReBecca/listing/27901/,Music Circles - Voice and Piano Lessons! with ReBecca!More Directories			Upgrade Your Listing,"Mom & Tot Programs, Play & Music","Cedarvale/Forest Hill, Toronto, ON  M6C 3V5",647-467-6464,,"ReBecca offers private and group music and drama classes to babies, kids, teens and adults in Toronto. Beginners are welcome!",
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Ontario-Early-Years-Centres/listing/26624/,Ontario Early Years Centres,"Early Learning, Mom & Tot Programs","Various Locations GTA, ON",866-821-7770,http://www.ontarioearlyyears.ca,"Ontario Early Years Centre are places for children up to the age of six and their parents and caregivers to take part in programs and activities together. Parents and caregivers can also get information about their children's development and about services to support that development.Every Ontario Early Years Centre offers the services listed below. The programs and services are FREE to all parents and caregivers of young children.• Early learning and literacy programs for parents and children.• Programs to help parents and caregivers in all aspects of early child development.• Programs on pregnancy and parenting.• Links to other early years programs in the community.• Outreach activities so all parents can get involved with their local Ontario Early Years Centre.For more information and to find a location near you, please visit the website.",http://www.toronto4kids.com/images/cache/cache_a/cache_9/cache_9/ontario-early-years-56c7d99a.jpeg?ver=1415427710&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Octopus-Garden-Holistic-Yoga-Centre/listing/26752/,Octopus Garden Holistic Yoga CentreMore Directories			Upgrade Your Listing,"Mom & Tot Programs, Mom Fitness & Yoga","967 College Street, Toronto, ON  M6H 1A6",416-515-8885,,"Octopus Garden Holistic Yoga Centre is a collaborative team of dedicated and inspired teachers and therapists. We offer Prenatal classes, Parent & Tot Yoga Classes and Kids Yoga Programming.",
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Pawsitively-Pets-Toddler-Programs/listing/27928/,Pawsitively Pets Toddler Programs,"Mom & Tot Programs, Play & Music","125 Brentcliffe Road, 2nd Floor, Toronto, ON  M4G 3Y7",416-901-4776,http://www.pawsitivelypetskidscamp.com,"Pawsitively Pets encourages all children to explore their love of pets and animals. Working with animals is not only a great learning experience for children, it allows them to build confidence, self-esteem and a sense of compassion and enhances their imagination.PRESCHOOL CLASSPre-school Tadpole Class - (children 18 months to 4 years old)Encourages children 2-4 years old to explore their love of animals hands-on. Children attend our 45 minute class programs with their parent or caregiver. Our program provides children with the opportunity to grow and create a connection between children and animals, providing educational programming that can be used to teach independence, responsibility and empathy.Each week our class will cover a different theme and children will have the chance to interact with animals hands-on ranging from the small and furry to the soft, scaley, slimey and even some more exotic animal friends.   Participants will have the opportunity to meet 6-8 animals each week, learn about their care and spend time holding them, feeding them and petting them. Children attend this class with their caregiver.PRESCHOOL PROGRAMSParents can choose from 1 to 4 days a week for our Preschool Program.Program is available 1 day per week or 4 days per week for 2.5 hour drop-off sessions, programs starts for as little as $140 per month.Available for children 2.5 to 4 years old.Morning program:  9am – 1130amAfternoon program:  1pm – 330pm Program includes a healthy snack. *Lunch program is available for morning children to stay until 1pm or afternoon children to join us as early as 12pm. Extended care program available for afternoon children until either 430pm or 615pm.For more information, pricing and to view a schedule, please visit our website or contact us.",http://www.toronto4kids.com/images/cache/cache_3/cache_1/cache_8/pawsitively-pets-logo-3e16e813.jpeg?ver=1415421543&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Play-and-Party-Indoor-Playground-and-Birthday-Centre/listing/27287/,Play and Party Indoor Playground and Birthday Centre,"Dance, Early Learning, Mom & Tot Programs, Play & Music","163 King Rd., Richmond Hill, ON  L4E 2W1",289-234-7529,http://www.playandparty.ca,"Welcome to Play and Party – Indoor Playground and Birthday Centre. Play and Party Indoor Playground and Birthday Centre was created to bring entertainment for the whole family, a vision of becoming a place of fun and happy memories. Play and Party is a family friendly place, large and clean, that offers a good balance of space dedicated to kids’ fun and parents’ relaxation. THE PLAYGROUND Play and Party Indoor Playground and Birthday Centre is one of the largest indoor playgrounds in Richmond Hill. Your child will develop their physical potential, independence and allow them to release energy while having fun! There are soft climbing mats and obstacles for babies a jungle gym for toddlers, a play structure with a slide for older children and the ball pit to jump and hide in! Our clean, safe and secure play equipment is best suited for children 1-10 years of age. A place where the whole family can come to enjoy. Parents can sit and relax while their children use their imagination to explore and create and have fun. A wonderful experience for the whole family! BIRTHDAY PARTIES Play and Party is your go to place for family events and birthday celebration! The party room will provide you with the proper space and affordable packages to celebrate your child's special day and any other special events. Our affordable and flexible party packages provide various aspects of our indoor playground, including soft play area, jungle gym, a large party room a private movie theatre, kitchen and eating lounge. Our indoor playground is a place where your child can run, climb, play and interact with other children. It is through these different experiences that children learn how they are expected to behave at different times; they also learn how to communicate, share, and cooperate. Our party room will provide you with the proper space and affordable packages to celebrate your child’s special day. We look forward to creating great experiences for you and your family. We offer sibling and group discounts.PROGRAMS Play and Party brings you some of the best extracurricular instructors to teach your child and yourself some of the most popular classes to enjoy after school at affordable rates. Mom & Tot: Join our sing along, stretching and stimulation program that will enhance your child’s musical experience. Our classes include instruments, music, soft play and a guaranteed good time. This program has been designed to enhance the child’s coordination, perception and motor skills with the support of the mother and supervised by our professional instructor. Preschool Brain Storm – on the path to success: Preschool Brainstorming is a group activity which encourages all children to focus on a topic and contribute to the free flow of ideas and sharing thoughts. By expressing different ideas and listening to what others children have to say, children adjust their previous knowledge and understanding, accommodate new information and increase their levels of awareness. Saturday Night Out: Parents can take a well-deserved break while children enjoy supervised physical activities, fun games, movies and free play in our state of the art safe indoor playground. Trust your children to the professional staff at Play and Party. Take advantage of our reliable service and flexible hours. Arrange to drop your kids off at Play and Party indoor playground and party center during the day or in the evening time.For more information on all our programs, play hours, rates and party packages, please visit our website.",http://www.toronto4kids.com/images/cache/cache_b/cache_2/cache_5/play-and-party-logo-d835252b.jpeg?ver=1415586443&aspectratio=3.2258064516129
