URL,Title,Address,Classes,Camps,Class Schedule link,Camp Schedule Link,Hours,Registration,Age Range,Cost,Phone,Website,Mail ID,Description,Love Rating,Image URL
http://hulafrog.com/chandler-az/chandler-gilbert-family-ymca--29/,Chandler/Gilbert Family YMCA,"1655 West Frye Road, AZ 85224","Acting, Arts, Cooking, Dance, Gymnastics, Learning, Languages, Martial, Nature, Music, Sports, Swim, Other","Academic, All, Arts, Cooking, Dance, Music, Sports, Swim",http://www.valleyymca.org/selectionETLAH.cfm,http://www.valleyymca.org/selectionCamp.cfm,Mon. - Sun.: 12:00 AM - 12:00 AM,,,,480-899-9622,http://www.valleyymca.org/chandlergilbert,,"1655 West Frye Road,Chandler, AZ 85224Phone: (480) 899-9622  Jessie Sands, Executive Director Hours:Mon-Thu 5:00AM to 10:00PM Friday 5:-00AM to 9:30PM Saturday 7:00AM to 6:00PM Sunday 11:00AM to 4:00PM",2,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/chef-amee-gilbert-ef/,Chef Amee,"510 N. Horne StGilbert, AZ 85223",Cooking,,,,,,,,480-503-6294,http://www.chefamee.com/index.html,ameehoge@hotmail.com,"Cef Amee is a graduate of the French Culinary 
Institute, NYC and professional 
teacher and graduate from Northern 
Arizona University.
special 
projects",0,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Cooking.jpg
http://hulafrog.com/chandler-az/storybook-kitchen-for-kids-chandler-e3/,Storybook Kitchen for Kids,"Various LocationsChandler, AZ 85286",Cooking,,http://www.storybookkitchen.com/content/show/32077,http://www.storybookkitchen.com/content/show/32082,,,,,(602) 510-0959,http://www.storybookkitchen.com/,info@storybookkitchen.com,"Our kitchens provide unique cooking experiences for young cooks. Using literature-related cooking experiences fosters the development of many learning and social skills: math, reading, language development, social studies, nutrition and cooperative group work. We also serve up lessons in manners and etiquette, as well as food and kitchen safety.

",0,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Cooking.jpg
http://hulafrog.com/chandler-az/ultimate-play-date-scottsdale-c1/,Ultimate Play Date,Outside on the Mall at Scottsdale'  s Civic Center LibraryScottsdale 85255,,,,,,No,"Babies, Preschoolers, Elementary",,480.312.7050,http://www.scottsdalelibrary.org/ultimateplaydate,, We will be at this years ULTIMATE PLAY DATE! Come and play some FREE Sportball games with us. ,4,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1428008011765967922.png
http://hulafrog.com/chandler-az/connect5family-center-of-chandler--c7/,Connect5Family Center of Chandler,"222 East Warner Road, AZ 85255","Arts, Dance, Learning, Music, Sports, Other","All, Arts, Dance, Music, Sports, Other",,,Mon. - Sat.: 9:00 AM - 7:00 PM<br/>Sunday: 12:00 PM - 5:00 PM,,,,480-699-2122,http://www.Connect5FC.com,,"Welcome to the neighborhood!  Actually, there're five neighborhoods for you to explore.  Develop the mind and body by stepping through the gates and onto the mats as you begin your journey in Villari's Martial Arts.  Children can run jump, play and learn in Discovery Park.  Families can enjoy a delicious meal in Kicks Cafe.  Register for a Mind and Motion workshop and explore music, dance, fitness, stress management, arts and crafts, and more.  Plan a Spotlight Celebrations for your special event, or celebrate with friends by choosing one of our Adventure Birthday Packages.

We serve as a true center; a hub that brings together family, friends, students, educators, and community.  It's all about connection.  It's about families learning and playing together and friends celebrating each other's special moments.  It's about reinforcing educator's efforts to provide 21st century learning opportunities for students by providing tools and programs that help them succeed at home and in school. You'll also see us out in the community supporting local events, groups, and   charities.     
",9,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/let-s-play-music-with-kendra-flake-mesa-apache-junction-ca/,Let's Play Music with Kendra Flake,"10649 E. Bramble Ave.Mesa, Apache Junction, AZ 85208",Music,,,,"Classes are scheduled at various times Monday - Friday, 9:00 - 6:00. Please see my schedules page.",,,,480-577-7104,http://www.letsplaymusicsite.com,misskendrasmusic@gmail.com,"Group music lessons for children that emphasize total musicianship through piano playing, singing, classical music, note reading, and ear training. The Mom and Me classes provide excellent music training designed for 2-4 year-olds and their parents. The school-age curriculum is a 3-year program designed for children entering the program at age 4-5. By the time your child graduates from the program at age 7-8, they will have many skills to help them soar in any music lessons of choice. They will be playing the piano with two hands, singing in harmony, and will have the skills to write her/his own music!",2,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Music.jpg
http://hulafrog.com/chandler-az/connect5family-center-of-chandler--c7/,Connect5Family Center of Chandler,"222 East Warner Road, AZ 85255","Arts, Dance, Learning, Music, Sports, Other","All, Arts, Dance, Music, Sports, Other",,,Mon. - Sat.: 9:00 AM - 7:00 PM<br/>Sunday: 12:00 PM - 5:00 PM,,,,480-699-2122,http://www.Connect5FC.com,,"Welcome to the neighborhood!  Actually, there're five neighborhoods for you to explore.  Develop the mind and body by stepping through the gates and onto the mats as you begin your journey in Villari's Martial Arts.  Children can run jump, play and learn in Discovery Park.  Families can enjoy a delicious meal in Kicks Cafe.  Register for a Mind and Motion workshop and explore music, dance, fitness, stress management, arts and crafts, and more.  Plan a Spotlight Celebrations for your special event, or celebrate with friends by choosing one of our Adventure Birthday Packages.

We serve as a true center; a hub that brings together family, friends, students, educators, and community.  It's all about connection.  It's about families learning and playing together and friends celebrating each other's special moments.  It's about reinforcing educator's efforts to provide 21st century learning opportunities for students by providing tools and programs that help them succeed at home and in school. You'll also see us out in the community supporting local events, groups, and   charities.     
",9,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/baker-school-of-music-san-tan-gilbert-f0/,Baker School of Music - San Tan,"2270 E Williamsfield Rd, Ste 104Gilbert, AZ 85295","Acting, Dance, Music, Other","Dance, Music, Performing",,http://bakerschoolofmusic.com,,,,,480-313-6763,http://bakerschoolofmusic.com/,ClydeBakerJr@aol.com,"The Baker School of Music/Dance/Drama provides an enriching experience in the Performing Arts: Music, Dance, Drama for children ages 3 and up.",5,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-Dance.jpg
http://hulafrog.com/chandler-az/dance-connection-2-chandler-77/,Dance Connection 2,"2250 E Germann RoadChandler, AZ 85286",Dance,Dance,http://www.danceconnection2.com/#!classes,,"MON: 3:30 PM-8:00 PM, TUES-WED: 9:00 AM-1:00 PM, 3:30 PM-8:00 PM, THURS: 3:30 PM-8:00 PM, FRI: 3:30 PM-6:00 PM, SAT: 9:00 AM-1:00PM",,,,(480) 558-2055,http://www.danceconnection2.com/,gilbertdancer@yahoo.com,"Dance Connection 2 is a family owned and operated dance studio which focuses on recreational classes, dance company for more advanced dancers, and kindergarten preparation through their P.A.K.K. program.",3,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-Dance.jpg
http://hulafrog.com/chandler-az/snedigar-recreation-center-chandler-75/,Snedigar Recreation Center,"4500 S. Basha Rd.Chandler, AZ 85248","Arts, Cooking, Dance, Gymnastics, Learning, Languages, Martial, Nature, Music, Religious, Sports",All,http://www.chandleraz.gov/content/Break-Time-brochure.pdf,http://www.chandleraz.gov/content/intersession-camps-classes.pdf,"MON-THURS: 8:00 AM-9:00 PM, FRI: 8:00 AM-5:00 PM, SAT: 9:00 AM-2:00 PM",,,,(480) 782-2640,http://www.chandleraz.gov/default.aspx?pageid=630,susan.richardson@chandleraz.gov,"Chandler's Snedigar Recreation Center and Sportsplex serves the community with youth and adult classes, activities, sports, athletic fields, skate park and more",3,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-All-Around.jpg
http://hulafrog.com/chandler-az/tumbleweed-recreation-center-chandler-93/,Tumbleweed Recreation Center,"745 E. Germann RdChandler, AZ 85286","Acting, Arts, Cooking, Dance, Gymnastics, Learning, Languages, Martial, Nature, Music, Sports",All,http://www.chandleraz.gov/default.aspx?pageid=299,http://www.chandleraz.gov/content/TRCSpringYouthParentGuide214.pdf,"MON-FRI: 5 AM-8 PM, SAT: 7 AM-8 PM, SUN: 10 AM-6:30 PM.",,,,480-782-2900,http://chandleraz.gov/default.aspx?pageid=781,abel.mendoza@chandleraz.gov,"Tumbleweed Recreation Center is a part of Chandler Parks and Recreation.  We offer a variety of classes, events, and activities for your family to enjoy!",3,http://hulafrog.com/hulastock/subcat/Default-Image-Wellness-Fitness-Centers.jpg
http://hulafrog.com/chandler-az/ballet-folklorico-quetzalli-az-chandler-a4/,Ballet Folklorico Quetzalli-AZ,"3016 N. Dobson RdChandler, AZ 85224",Dance,,,,,,,,480-326-2722,http://quetzalli-az.com/index_JQRY.php,info@quetzalli-az.com,"Students learn dances from various regions of Mexico.  Not only do they have fun and get good exercise, but they receive a small history lesson with each dance.  Each week students are assigned a homework assignment related to the region of Mexico where the dance they are learning originates.  Each child shares in class what they have learned in a presentation.  This encourages self-esteem through cultivating public speaking skills as well as the showmanship of performance.  It is wonderful to observe the growth and confidence that these young children develop in a short time. Our director believes in a holistic approach to dance that centers on developing the individual capacities of each dancer, emphasizing: 

?Discipline 

?Responsibility 

?Teamwork 

?All while having fun! 



A firm but patient approach to teaching builds for the girls and their parents a second family where they can live, love, and dance!",2,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Dance.jpg
http://hulafrog.com/chandler-az/chandler-center-for-the-arts-chandler-e6/,Chandler Center For The Arts,"250 N. Arizona AvenueChandler, AZ 85225","Acting, Arts, Dance, Music","Dance, Music, Performing",http://chandlercenter.org/connecting/camp/workshop.html,http://chandlercenter.org/connecting/camp-kidz-main.html,"MON-FRI: 10:00 AM-5:00 PM, SAT: 12:00 PM-5:00 PM",,,,(480) 782-2674,http://chandlercenter.org,judi.johnson@chandleraz.gov,Research shows that the benefit of arts experiences has a tremendous impact on the developmental growth of young people. Youth exposed to the arts are more successful in the classroom and have increased developmental life skills. The Chandler Center for the Arts provides youth with an array of programmatic opportunities for them to experience the magic of the arts through the Connecting Kidz programs.,2,http://hulafrog.com/hulastock/subcat/Default-Image-Recreation-Centers.jpg
http://hulafrog.com/chandler-az/chandler-gilbert-family-ymca--29/,Chandler/Gilbert Family YMCA,"1655 West Frye Road, AZ 85224","Acting, Arts, Cooking, Dance, Gymnastics, Learning, Languages, Martial, Nature, Music, Sports, Swim, Other","Academic, All, Arts, Cooking, Dance, Music, Sports, Swim",http://www.valleyymca.org/selectionETLAH.cfm,http://www.valleyymca.org/selectionCamp.cfm,Mon. - Sun.: 12:00 AM - 12:00 AM,,,,480-899-9622,http://www.valleyymca.org/chandlergilbert,,"1655 West Frye Road,Chandler, AZ 85224Phone: (480) 899-9622  Jessie Sands, Executive Director Hours:Mon-Thu 5:00AM to 10:00PM Friday 5:-00AM to 9:30PM Saturday 7:00AM to 6:00PM Sunday 11:00AM to 4:00PM",2,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/classic-image-dance-chandler-54/,Classic Image Dance,"335 N. Austin DriveChandler, AZ 85226",Dance,Dance,http://classicimagedance.com/our-classes/,,Monday: 4:30 PM - 9:30 PM<br/>Tuesday: 4:30 AM - 9:30 PM<br/>Wednesday: 4:30 PM - 9:30 PM<br/>Thursday: 4:30 PM - 9:30 PM<br/>Friday: 4:30 PM - 7:00 PM<br/>Saturday: 9:30 AM - 11:30 AM<br/>Sunday: 12:00 AM - 12:00 AM,,,,480-839-4159,http://www.classicimagedance.com,,"We provide quality and professional dance instruction to all types of dancers in a positive and friendly atmosphere. Whether our dancers are training to be professionals or just dancing for their personal enjoyment, the benefits they will receive are endless.",2,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/copperstar-repertory-co--chandler-a1/,Copperstar Repertory Co.,"3002 N Arizona AvenueChandler, AZ 85225","Acting, Dance, Music","Dance, Performing",http://www.copperstarrep.org/pdfs/2013_studio_schedule.pdf,http://copperstarrep.org/education/camps.shtml,,,,,480-699-1655,http://www.copperstarrep.org,,"Copperstar Repertory Co. is a nonprofit arts organization whose mission is to entertain, educate and enrich community members of all ages by offering high quality productions, providing professional instruction in performing arts, and creating performance opportunities for Arizona?s youth and adults.",2,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Theaters-and-Concert-Halls.jpg
http://hulafrog.com/chandler-az/dance-matrix-chandler-c2/,Dance Matrix,"930 East Riggs Road Ste. 1Chandler, AZ 85249",Dance,,,,M-F 4:00-8:00PM,,,,480-696-6144,http://www.dancematrix.net/index.htm,info@dancematrix.net,"Offering a variety of Dance Instruction and Dance Apparel for a variety of dance arts in the South Chandler area. Always a positive family atmosphere with compassionate and knowledgeable instructors. We strive to be a modest attire and music studio, while still combining the proper instruction and focus on technique.  We feature Marley covered professional floating dance floors to prevent injuries and to help perfect dance technique.",2,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Dance.jpg
http://hulafrog.com/chandler-az/dance-studio-111-phoenix-c2/,Dance Studio 111,"4910 E. Chandler BlvdPhoenix, AZ 85048",Dance,,,,M-F 3:30pm-9pm Sat. 9am-12pm,,,,480-706-6040,http://www.dancestudio111.com/,Dancestudio111@dancestudio11.com,"The studio offers classes for kids as young as 2 years old through adults. The studio is also a full performing arts center offering lessons for piano, guitar and voice.",2,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Dance.jpg
http://hulafrog.com/chandler-az/desert-star-dance-gilbert-b9/,Desert Star Dance,"1430 W. Warner Rd. Suite 116.Gilbert, AZ 85295",Dance,Dance,,,,,,,(480) 813-7827,http://www.desertstardance.com,Desertstardance@cox.net,"Desert Star Dance has been operating since 2003 in Gilbert AZ. Our goal is to create a balance of fun and discipline while learning the art of dance. 

You will feel welcome from the moment you walk in. Your child will learn from our staff of knowledgable and well trained professionals. They are dedicated to helping children learn through dance. 

Dance is for everyone! It improves coordination and flexibility, teaches a child to follow directions, work within a group, and enhances social skills. Most of all, it's fun!",2,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-Dance.jpg
http://hulafrog.com/chandler-az/expressions-dance-studio-gilbert-04/,Expressions Dance Studio,"4844 South Val Vista DriveGilbert, AZ 85298",Dance,Dance,,,,,,,480-299-7378,http://www.expressionsdancestudio.blogspot.com/,ExpressionsDanceAZ@gmail.com,"Expressions Dance Studio is a place where students of all ages can come and learn the fundamentals of many forms of dance in an encouraging environment regardless of past dance experience. We welcome beginning to advanced dance students! Expressions Dance Studio is also a place where parents can be assured we will maintain high standards when it comes to costuming and movements. We believe little girls should dress and move like little girls! The same goes for little boys! Every child enrolled will learn fundamentals of ballet technique, as well as tap, jazz, hip hop, tumbling, pom (cheer), and creative dance. The good news is that you won't have to enroll in several classes, just enroll in your grade level and you will pay one low price for all styles! We are conveniently located at the Totspot Preschool in the Vista Del Oro shopping center at Val Vista and Queen Creek Road. ",2,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-Dance.jpg
http://hulafrog.com/chandler-az/heat-wave-dance-academy--77/,Heat Wave Dance Academy,",Classes:  Dance",Dance,Dance,,,,,,,(480) 855-4328,http://heatwavedanceacademy.com/news.htm,info@heatwavedanceacademy.com,Heat Wave dance studio was created by two moms who wanted to provide quality perfoming arts training while instilling confidence in children.,2,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-Dance.jpg
http://hulafrog.com/chandler-az/jeanne-s-school-of-dance-chandler-chandler-88/,Jeanne's School of Dance Chandler,"610 N. Alma School RoadChandler, AZ 85224","Acting, Dance, Gymnastics","Dance, Gymnastics, Performing",,,,,,,480-963-6674,http://www.jeannesdancechandler.com,,"At Jeanne's School of Dance - Chandler, you're part of our family.  We get to know all our dancers and studio families so when you're here . . . you're home!  We look at each dancer as one of our own.  We will work with them and be their biggest cheerleader as they aim to achieve their dreams!  Our teachers are not only highly trained in their own styles of dance and theater, they are also masters at building confidence in our students and giving them the mental and emotional tools they need to conquer anything they want!",2,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_14117746671313094377.png
http://hulafrog.com/chandler-az/kriti-dance-chandler-23/,Kriti Dance,"2625 W. Queen Creek RdChandler, AZ 85248",Dance,,http://kritidance.com/academy.html,,,,,,480-241-8699,http://www.kritidance.com,info@kritidance.com,"Bollywood dancing has a unique characteristic in the fact that it is requires waist and hip movements. Kriti Dance teaches participants exactly that! The coordination of shoulders, waist, hips, and feet movements is captivating and enjoyable. It?s fun to watch our participants break into giggles of laughter once they discover how many parts of the anatomy they have to shake at once. Most people have seen or danced hip-hop, jazz and cheer that are the norm. What's different here is a freestyle combination of all these into one. That's what Bollywood dance includes. The dancing style can be flexible and adaptable to the participant's needs. Kriti Dance creates workshops and classes to go as slow or fast as it fits the participants. Our Bollywood workout workshops are akin to cardio workouts - except the participants enjoy the workshops instead of thinking them as work!",2,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Dance.jpg
http://hulafrog.com/chandler-az/ocotillo-dance-center-chandler-52/,Ocotillo Dance Center,"2625 West Queen Creek RoadChandler, AZ 85248",Dance,Dance,http://www.ocotillodancecenter.com/schedule.pdf,,,,,,(480) 899-8400,http://www.ocotillodancecenter.com/,allison@ocotillodancecenter.com,"We know there are many options for you when it comes to deciding what dance studio to attend, either for you or your child. Many studios offer flashy d?cor, over the top competitive options and very expensive pricing.

At Ocotillo Dance Center, we do things a little differently?

        In 2009, we opened our doors as ?Studios of Ocotillo.? Two years later we have a new name, but the same philosophy. Ocotillo Dance Center was created with the family in mind. It?s a place where students come to learn the ART and the JOY of dance. It gives students a chance to learn in an environment that fosters great technique and passion that you won?t find anywhere else.  Ocotillo Dance Center strives to find new, fun, innovative and exciting ways to bring dance to the Chandler and Phoenix communities. If you?ve been looking for a studio that fosters creativity, passion and something a little different, we hope you?ll take a minute to check out our beautiful spaces in the Downtown Ocotillo Center, and maybe try a class or two! Remember, the first one is always on us.",2,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-Dance.jpg
http://hulafrog.com/chandler-az/paragon-dance-center-tempe-1c/,Paragon Dance Center,"931 E Elliot RdTempe, AZ 85284",Dance,Dance,,,,,,,480-777-8877,http://www.paragondance.net/,Mike@ParagonDance.Net,"Nurturing learning environment 

Talented & well-trained staff 

Small class sizes 

The program is designed for students ages 4 - 18, and will include Ballet, Jazz, Tap, Modern, Lyrical and Hip Hop. Registration forms are available to the left. Please call for more information. 





",2,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-Dance.jpg
http://hulafrog.com/chandler-az/sas-dance-gilbert-56/,SAS Dance,"854 E Williams Field RoadGilbert, AZ 85295",Dance,Dance,,,,,,,480-782-8333,http://www.sasdance.com/,sasdance@gmail.com,,2,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-Dance.jpg
http://hulafrog.com/chandler-az/studio-3-perfoming-arts-gilbert-b8/,Studio 3 Perfoming Arts,"511 W Guadalupe RoadGilbert, AZ 85233","Acting, Dance, Gymnastics, Music, Other","Dance, Gymnastics, Music, Performing, Other",http://www.studio3arts.com/academy/classes/,http://www.studio3arts.com/breakout-the-intensive-spring-break-2012/,,,,,(480) 545-1492,http://www.studio3arts.com/,info@studio3arts.com,"At Studio 3 Performing Arts, we are dedicated to providing a well-rounded education through diverse course offerings, quality programs, and a true sense of community.
Above all, Studio 3 is a place for families. We encourage programs and schedules that allow siblings to take classes at the same time, create bonding experiences for our students, and encourage parents to get involved, giving everyone a strong sense of community. Together, we are the Studio 3 Family!


",2,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-Dance.jpg
http://hulafrog.com/chandler-az/the-dance-loft-chandler-e3/,The Dance Loft,"2410 S Gilbert RdChandler, AZ 85286",Dance,Dance,http://thedanceloftaz.com/index.php?id=16324,,See website!!!,,,,(480) 963-9911,http://thedanceloftaz.com/,TheDanceLoft@cox.net,"The Dance Loft is dedicated to providing dance instruction in a positive learning environment that will encourage creativity and self -esteem. The studio and staff are devoted to inspire, encourage, and support every student as they learn about dance. Our vision at The Dance Loft is for every dancer to appreciate and be as passionate, as we are, about DANCE!",2,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-Dance.jpg
http://hulafrog.com/chandler-az/wagner-dance-studio-gilbert-0b/,Wagner Dance Studio,"645 North Gilbert RoadGilbert, AZ 85234",Dance,Dance,http://www.wagnerdancearts.com/classes/classes.htm,,"MON-THURS: 3:30 PM-7:00 PM, SAT: 8:30 AM-1:00 PM",,,,(480) 892-7179,http://www.wagnerdancearts.com/index.html,info@wagnerdancearts.com,"Wagner Dance and Music has been teaching in the Gilbert area since 1989 and we are constantly improving our classes, instructors and facilities to ensure that we are always providing our students and parents with the best experience possible.",2,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-Dance.jpg
http://hulafrog.com/chandler-az/gold-medal-gymnastics-chandler-37/,Gold Medal Gymnastics,"455 E. Warner RoadChandler, AZ 85225","Dance, Gymnastics","Dance, Gymnastics",http://www.goldmedalgym.com/chandler,http://www.goldmedalgym.com/chandler/camps,,,,,(480) 857-7335,http://www.goldmedalgym.com/chandler,,"Gold Medal Gymnastics provides children of all ages and abilities a safe and healthy work-out environment. From tots to team, Gold Medal Gymnastics offers flexible class schedules all in the comforts of state-of-the-art facilities.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/ldvinci-art-studio-chandler-65/,LDVinci Art Studio,"3355 West Chandler BoulevardChandler, AZ 85226","Arts, Dance, Music","Arts, Dance, Music",http://ldvinci.net/about.php,,"MON-FRI: 9:15 AM-8:00 PM, SAT 9:15 AM-5:00 PM",,,,(480) 726-7382,http://www.ldvinci.net/index.php,info@ldvinci.com,"Our creative space is an original art studio offering painting, dance and music lessons for kids and adults in one inspiring location. The mission of our studio is to provide students with a high quality painting, dance and music education. LDVinci's open studio craft time is a unique opportunity for parents to participate with their child in an artistic environment.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/talent-team-performing-arts-chandler-80/,Talent Team - Performing Arts,"Multiple LocationsChandler, AZ 85296","Acting, Dance, Music",,,,,,,,602-653-6123,http://www.facebook.com/TalentTeam.EastValleyHomeschool,TalentTeamAZ@gmail.com,"Making Stars, While Building Character!



Talent Team is a nationally recognized Performing Arts Program, with a distinctly different approach.  We incorporate character building and values into our programs.  Utilizing modest costumes and coreography, and appropriate songs, we teach our students professional quality dance, vocal and acting skills that build their confidence and character.  



You can find our after-school programs offered through CUSD, and Tumbelweed Recreation Center.  New this year, we are alos offering classes during the day focused on home school families.  We have 2 locations for these classes.



One at Bethany Christian School 6304 South Price Road, Tempe, and the other at First Baptist Chandler, 3405 South Arizona Ave, Chandler.  Clases start for this semester the week of 8/27.  



One of the great things about this program is that each semester, we perform 3 times.  Once at the class location, once at a nursing home (this helps the kids give back a little to the community) and once at a public venue, like a mall.  This semester, the performance is entitled ""Happiness Is...""  It is so fun and shares a great message for the kids.  It is about a child's search for happiness and his realization that it can be found all around him.  It teaches contentment in your circumstances.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Acting.jpg
http://hulafrog.com/chandler-az/the-bracken-school-of-irish-dance-chandler-c4/,The Bracken School of Irish Dance,"610 N. Alma School RoadChandler, AZ 85224",Dance,,http://www.brackenirishdance.com/az/classes.html,,"SAT: 9:00 AM-9:45 AM, MON: 4:00 PM-4:45 PM",,,,(480) 420-6994,http://www.brackenirishdance.com/az/index.html,Thomas.Bracken@brackenirishdance.com,"Our  mission is to introduce this cultured art form to as wide a group of people as possible, so that they may enjoy it and add it to their cultural experience in life. We share the joy and discipline of an age old genre of dance which has become a modern Broadway sensation.

",1,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Dance.jpg
http://hulafrog.com/chandler-az/usa-youth-fitness-center-gilbert-d1/,USA Youth Fitness Center,"1530 South Gilbert RoadGilbert, AZ 85296","Dance, Gymnastics, Other","Dance, Gymnastics, Other",http://www.usagymaz.com/j16/classes-offered,http://www.usagymaz.com/j16/camps,,,,,(480) 926-1480,http://www.usagymaz.com/j16/,kelly@usagymaz.com,"Through the skills taught in our facility, children will develop a positive self-image through guidance and motivation from our coaches. We are committed to providing a fun and rewarding atmosphere at all times. The skills we teach are used to build healthy minds and bodies. Our objective is not limited to just teaching gymnastics, dance, tumbling and cheer skills, but to pass along life skills such as coordination, teamwork, leadership, strength, and determination.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-Dance.jpg
http://hulafrog.com/chandler-az/creativity-and-movement-mesa-8ff/,Creativity and Movement,"5050 East University DriveMesa, AZ 85204","Arts, Dance, Sports","Arts, Dance, Performing, Sports",,,"M-F 9:00 AM - 8:00 PM, Sat-Sun: 9:00 AM - 8:00 PM",,,,480-703-4872,http://www.creativityandmovement.com,,"Without exception, Creativity and Movement offers fun programs that can be tweaked to meet the needs of your school or organization.  We offer art program, kids yoga, drum and music circles and hula hooping classes SPECIFICALLY GEARED to your age groups.  We specialize in working with groups ages 4-10.   Ideally we structure our programs for groups of 4-15 children to give each child a more intimate experience.  We bring all equipment and supplies to you.  Experience the difference that having a joy filled and creatively passionate teacher makes in igniting the hearts of your children",0,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1426168109564718813.jpg
http://hulafrog.com/chandler-az/ultimate-play-date-scottsdale-c1/,Ultimate Play Date,Outside on the Mall at Scottsdale'  s Civic Center LibraryScottsdale 85255,,,,,,No,"Babies, Preschoolers, Elementary",,480.312.7050,http://www.scottsdalelibrary.org/ultimateplaydate,, We will be at this years ULTIMATE PLAY DATE! Come and play some FREE Sportball games with us. ,4,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1428008011765967922.png
http://hulafrog.com/chandler-az/connect5family-center-of-chandler--c7/,Connect5Family Center of Chandler,"222 East Warner Road, AZ 85255","Arts, Dance, Learning, Music, Sports, Other","All, Arts, Dance, Music, Sports, Other",,,Mon. - Sat.: 9:00 AM - 7:00 PM<br/>Sunday: 12:00 PM - 5:00 PM,,,,480-699-2122,http://www.Connect5FC.com,,"Welcome to the neighborhood!  Actually, there're five neighborhoods for you to explore.  Develop the mind and body by stepping through the gates and onto the mats as you begin your journey in Villari's Martial Arts.  Children can run jump, play and learn in Discovery Park.  Families can enjoy a delicious meal in Kicks Cafe.  Register for a Mind and Motion workshop and explore music, dance, fitness, stress management, arts and crafts, and more.  Plan a Spotlight Celebrations for your special event, or celebrate with friends by choosing one of our Adventure Birthday Packages.

We serve as a true center; a hub that brings together family, friends, students, educators, and community.  It's all about connection.  It's about families learning and playing together and friends celebrating each other's special moments.  It's about reinforcing educator's efforts to provide 21st century learning opportunities for students by providing tools and programs that help them succeed at home and in school. You'll also see us out in the community supporting local events, groups, and   charities.     
",9,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/let-s-play-music-with-kendra-flake-mesa-apache-junction-ca/,Let's Play Music with Kendra Flake,"10649 E. Bramble Ave.Mesa, Apache Junction, AZ 85208",Music,,,,"Classes are scheduled at various times Monday - Friday, 9:00 - 6:00. Please see my schedules page.",,,,480-577-7104,http://www.letsplaymusicsite.com,misskendrasmusic@gmail.com,"Group music lessons for children that emphasize total musicianship through piano playing, singing, classical music, note reading, and ear training. The Mom and Me classes provide excellent music training designed for 2-4 year-olds and their parents. The school-age curriculum is a 3-year program designed for children entering the program at age 4-5. By the time your child graduates from the program at age 7-8, they will have many skills to help them soar in any music lessons of choice. They will be playing the piano with two hands, singing in harmony, and will have the skills to write her/his own music!",2,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Music.jpg
